first_release_date,genres,id,name,platforms,storyline,summary
1694649600,[13],266746,Construction Simulator: SANY Pack,[6],Missing,Looking for new heavy construction machines to expand your company Check out the SANY Pack with its 15 brandnew machines from the renowned Chinese manufacturer SANY covering different fields of application Be prepared for any challenges that may arise on the construction site   SANY STR130C8S  Vibratory Asphalt Compactor  SANY SSR120C8  Vibratory Single Drum Soil Compactor  SANY SY305C LC  Medium Hydraulic Excavator  SANY SY500H Tier 4F  Large Hydraulic Excavator  SANY SY155W  Wheeled Hydraulic Excavator  SANY SYL956H5  Wheel Loader  SANY SMG200C8  Motor Grader  SANY SAP60C8  Asphalt Paver  SANY SRT45  Articulated Dump Truck  SANY SAC1300T2  Small Mobile Crane  SANY SAC4500  Large Mobile Crane  SANY SCM2000C8  Cold Planer  SANY SR155  Rotary Drilling Rig  SANY SY35U Tier 4i  Compact Excavator  SANY SFT100  Tower Crane
1694649600,[31],266743,One Piece: Pirate Warriors 4 - The Battle of Onigashima Pack,"[6, 130]",Missing,This exciting fourth character pack brings three more playable characters to the game Enjoy even more intense Pirate Warriors action by controlling three characters key to the climax of the Land of Wano arc
1694649600,"[9, 31, 32]",266676,We Were Here Expeditions: The FriendShip,"[6, 48, 49, 167, 169]",Missing,Partner up with your friend online and test your friendship by solving puzzles together in an abandoned amusement park Work together to overcome brainteasing challenges in this standalone We Were Here experience
1694563200,[9],266631,1001 Jigsaw World Tour Japan,[6],Missing,The mysterious and unique country of the rising sun Collect fascinating puzzles admire the beauty of Mount Fuji look at sophisticated kimonos and explore the ancient shrines of Japan
1695340800,"[13, 31]",266611,Mardori,[6],Missing,Mardori is a spaceshooter game with aspects of ARPGs Upgrade your ship with various materials from missions craft your equipment with damage or defense mods create new weapons using blueprints unlock new missions with Stargate
1695945600,"[31, 32]",266572,Full Moon,"[3, 6, 14, 82]",Missing,An adventure in werewolf hunting for witches
1694649600,[12],266570,G-Mode Archives+: Megami Ibunroku Persona: Iku no Tou-hen,"[6, 130]",Missing,Escape from the other dimensional space ruled by demons Another story of the Persona users
1694649600,"[5, 31]",266538,Crime Boss: Rockay City - Dragon's Gold Cup,"[6, 167, 169]",Missing,Travis Baker Michael Madsen a distrustful and spiteful gangster joins forces with his rival Dollar Dragon Danny Trejo in the first Expansion Pack of Crime Boss Rockay City Steal the Kings gold and establish your legacy as the next Crime Boss
1694822400,"[31, 32]",266493,Sex Simulator: Office Promotion,"[3, 6, 14]",Missing,A sex simulation game with visual novel elements where you play the role of the boss who sleeps with his female employees
1695772800,"[12, 31]",266492,Genshin Impact: To the Stars Shining in the Depths,"[6, 34, 39, 48, 167]",Deep below the surface vast lie secrets from the distant past When someone brings them to light someday theyll make their return on the crest of a wave,Version 41 of Genshin Impact which includes  New characters Wriothesley and Neuvillette  New areas Liffey Region and Fontaine Research Institute  New main story quests Chapter IV Acts III  IV  New story quests for Wriothesley and Neuvillette  New main event Waterborne Poetry  and more
1694908800,[13],266469,Tornado,"[3, 6, 14]",Missing,200 feet 600 knots Adrenaline off the scale
1695945600,[32],266449,Mindfield,[6],Missing,Experience the powerful VR short film Mindfield delving deep into the world of PTSD Immerse yourself in this thoughtprovoking journey and witness the invisible scars of war in a whole new way
1695600000,"[12, 31]",266426,Dark Odyssey,[6],Missing,Dark Odyssey an epic online rpg game that features idle playing dungeon challenges boss fights character enhancing and customizations Get ready to embark on a dark and thrilling journey increase your power team up with other players and save the world
1694476800,[31],266387,The Chant: The Gloom Below,"[6, 167, 169]",Missing,Survive a mindbending new chapter in The Chant The Gloom Below DLC Harness dark forms of Prismic Science with new ability upgrades and weapons against unpredictable enemy encounters As each death leads you closer to escape finding the right build is essential
1694476800,[5],266368,Midnight,[6],Missing,Midnight features 7 maps of Doom action with a dark backdrop Each map is relatively short and aims to present fun and challenging encounters with small numbers of monsters every map has less than 120 enemies
1694476800,"[15, 31, 32]",266349,Lost Alone Ultimate: George's Nightmare,[6],Immerse yourself in this psychological experiment Georges Nightmare will allow you to step into the shoes of George Tellaselv after the events of Lost Alone Ultimate  Georges Nightmare is a psychological experiment designed to push your fear resistance to the limit Its an experience where youll have to collect 10 candles and place them in Georges apartment cellar Sounds like a simple task Well youre wrong Each game will never be the same as the previous one The experiment includes over 100 terrifying situations that will make each game unique Objects will never be in the same place Jump scares will be different in each game Puzzles will change each time  IF YOU HAVE A WEAK HEART THIS EXPERIMENT IS NOT FOR YOU,Find 10 candles and place them on the ritual table before the demons find you Your heart wont be able to withstand this psychological experiment
1695340800,"[13, 32]",266315,WooLoop: Industry Pack,"[3, 6, 14]",Missing,This Industrythemed gallery unlocks 21 additional levels for WooLoop Each image is of a different industry in action Heavy machinery highly skilled and vital to our daytoday life
1694736000,[13],266303,X-Plane 12: Aerosoft - Airport Menorca,"[3, 6, 14]",Missing,The popular holiday island Menorca is now also available for XPlane The current aerial images come in a resolution of 50cmpixel down to 25cmpixel in the airport area
1694217600,"[12, 15]",266277,Only Fortress,"[6, 34]",Missing,Become the hero of your own fortress Defend customize and explore in this PvP  PvM strategy game Unleash your skills lead your troops and dominate in the battles Build fight and conquer on the open world crossplatform online game
1694995200,"[15, 31, 32]",266117,Fortress Defense,[6],Missing,Fortress Defense is a cartoon style defense game Players can summon archers and upgrade to different roles to block the enemys attack
1695600000,Missing,266112,Asteroids Star Fields,[6],Missing,It is an awesome space war game It is a very simple game Move the spaceship and shoot the asteroids Try to make the highest score It is an easy and time killing game You can play to rest and relax between the big games you play
1695513600,"[12, 31, 32]",266110,HBD-RPG,"[3, 6, 14]",Missing,Interactive RolePlaying Game RPG
1695340800,"[31, 34]",266105,Marshmallow Imouto Succubus,[6],Missing,Tsukikawa Keisuke had a strange dream That dream involved his younger sister but instead of her usual innocent self she had lust in her eyes So he finds out that a succubus lurks within her How will he choose between his innocent sister and the allure of a lustful succubus
1695945600,[31],266090,Minute,[6],Missing,A 3D action platformer where you play as a windup toy in a Tinkerers workshop set in the Victorian Age As a small windup toy you must rely on your windup key to embark on an arduous journey Defeat enemies and uncover a dark secret within the rooms
1695427200,"[15, 31]",266046,Mozzies,[6],Missing,A colourful retro style matching game Squash Mozzies and match splatter colours before time runs out
1695081600,[32],266043,Petty's Adventure: Volcano,[6],Missing,Pettys Adventure Volcano is a colorful game with changing gravity in which you have collect crystals to complete a level
1695254400,"[31, 32]",266034,Super Paul World,[6],Missing,Experience a great adventure in Super Paul World where you defeat many enemies while trying to retrieve the Cookie Nexus Core for Baker Tim Earn experience points EXP to acquire various cosmetic items
1695254400,"[10, 14, 32]",266033,Super Retro Rec League Racing,[6],Missing,Race against the clock in Super Retro Rec League Racing Perfect your lines optimize every turn time your pits and push yourself to absolute mastery
1695427200,[15],266019,Telluria: Forebodings Gear Minigame,[6],Missing,Help Annelise open the doors of the water mill 1st Age or the library 3rd Age solving visual and textual riddles
1695859200,"[12, 31, 32]",266011,Vampires' Melody 2,"[6, 14]",Missing,Emerald seas Blue skies Sandy beaches An island adventure in the ocean sounds like a trip to paradise However the place is a nightmare with no one to provide any blood for Raylan to feed on after he turned into a vampire by accident especially since he has another hungry vampire at his side
1695254400,"[12, 31]",266002,Guilty: Ashlar,[6],Missing,This is an easy to get started roleplaying adventure and exploration single player game that tells the exciting story of several criminals who experience adventures in a desolate and forbidden world
1694304000,[5],265989,Ruined District,[6],Missing,Ruined District is a short city map for RAMP 2023 back in June now revised and playinglooking a bit better than its first version Adding traps to some areas and making the map just a tad harder overall
1693699200,[5],265986,Amalgamation,[6],Missing,5 speedmapped short maps inspired by wads like Autophagy Speed of Doom Surge Claustrophobia 1024 etc
1694649600,Missing,265947,Mortal Kombat 1: Jean-Claude Van Damme Skin,"[6, 130, 167, 169]",Missing,A playable skin for Johnny Cage inspired by the legendary martial artist JeanClaude Van Damme
1694736000,"[2, 13]",265944,Click For Cash: Cashed Out,[6],Missing,its time to click till youre filthy rich again  Welcome to Click For Cash Cashed Out the best idle clicker game about yellow buttons since the original Click For Cash This sequel is filled to the brim with new features customization and polish In this game you click a button for cash real original I know purchase a variety of upgrades to get more money and unlock achievements to become the richest person in the universe at least in the game
1694649600,Missing,265938,Mortal Kombat 1: Shang Tsung,"[6, 130, 167, 169]",Missing,Play as the powerful sorcerer Shang Tsung  included as a preorder bonus for the game and available 5 days early with the Premium or Kollectors Edition of the game
1695945600,[4],265875,Shuumatsu no Valkyrie Humanity's Last Hope,"[6, 34]",Missing,It is a game created for the SNV community to recreate the most epic battles in anime
1694044800,[4],265862,Superior Relatives,[6],Missing,Superior Relatives is a couchbased multiplayer fighting game Choose from a variety of balls and battle it out with up to four players in online multiplayer Enjoy a variety of maps and characters as you battle it out to be the ultimate champion
1695254400,Missing,265834,The Expanse: A Telltale Series - Episode 5: Europa's Folly,"[6, 48, 49, 167, 169]",Missing,Immerse yourself in the role of Camina Drummer the Executive Officer aboard the Artemis a scavenging ship hunting for a big score in the outer regions of the Belt You must corral a crew rife with tense relationships and powerful personalities and make tough decisions that will decide everyones fate
1694044800,Missing,265833,The Expanse: A Telltale Series - Episode 4: Impossible Objects,"[6, 48, 49, 167, 169]",Drummer has been stranded left behind by the crew of The Artemis in yet another mutiny Now she must hatch a desperate plan to escape the mysterious station where shes been marooned Drummer must explore and scavenge what she can to survive but who will come to her aid now Belters always find a way,Experience the exciting universe of The Expanse like never before in Telltales latest adventure The Expanse A Telltale Series Follow Cara Gee who reprises her role as Camina Drummer and explore the dangerous and uncharted edges of the Belt aboard the the Artemis From scavenging wrecked ships in a zerog environment to surviving a mutiny to combating fearsome pirates you make the difficult choices and reveal Camina Drummers resolve in this latest Telltale adventure
1695168000,"[12, 13, 15, 31, 32]",265824,Milu Milan,"[6, 14]",Missing,Milu Milan is a casual game of architectural maze exploration and puzzle solving
1695254400,"[31, 32]",265811,Survivors,[6],Missing,Travel through an unknown alien world collecting new weapons to fight alien monsters and upgrading the Time Tank to withstand hordes of unknown monsters
1694995200,[32],265798,Highway Getway,[6],Missing,Highway Getway is a car parkour type game The player controls a car to drive on the highway There is a lot of game money on the road The player can get the game money when he controls the car
1695686400,[31],265794,Myth or Reality: Mystery of the Lake - Collector's Edition,[6],Missing,Follow the footsteps of the Loch Ness monster and reveal the secret of the legendary Loch Ness Lake Better be careful to avoid being another appetizer for Nessie
1695254400,[32],265777,Froggin' Around,"[6, 14]",Missing,A little frog in a little pond eatin bugs takin naps and just froggin around
1694822400,"[12, 13, 31]",265776,College Sex Party,[6],Missing,Welcome to the world of College Sex Party  an exciting visual novel that immerses you in an unforgettable and enticing student life
1694649600,Missing,265773,Hunt: Showdown - When Shadows Dance,[6],Missing,This DLC contains one Legendary Hunter two Legendary Weapons and one Legendary consumable Hayalî Legendary Hunter Karagöz Legendary Springfield 1866  Hacivat Legendary Scottfield Model 3 Swift  Lamba Legendary Alert Trip Mine
1694563200,[5],265730,CryptoClash,[6],Missing,Welcome to CryptoClash the ultimate freetoplay multiplayer shooter that thrusts you into a cyberpunk world like no other Are you ready to dominate the neonsoaked chaos and emerge as a legendary champion
1694044800,"[31, 32]",265720,Red Tie Runner,[6],Missing,Red Tie Runner is a simple but challenging 2D platformer Put on a red tie and step into stickfigure shoes to navigate through 30 levels so intense you might just forget about the impending heat death of the universe
1694649600,[4],265719,DNF Duel: DLC 2 - Brawler,"[6, 48, 130, 167]",Missing,Brawler can be used in DNF Duel
1695340800,"[13, 14]",265718,BobsleighX,[6],Missing,You will feel the thrill of speed in the BobsleighX
1694044800,"[13, 31]",265704,The Sims 4: Poolside Splash Kit,[6],Missing,Turn heads at the pool with bright and playful swimwear from The Sims 4 Poolside Splash Kit
1695168000,Missing,265657,Bobble Bash,[6],Missing,It is a tabletop point collection game where players bash their way between obstacles to score and win Think shuffleboard meets bumper cars Apart of Discords ingame activity collection
1696032000,[32],265597,Qiyun's World,[6],Missing,This is an adventure game with a first person perspective Qiyun is a device that allows users to enter the spiritual world of others So as to awaken the memory system of the amnesiac A series of interesting adventures occur in the process of attempting to awaken 127 memories 
1694736000,"[31, 32]",265592,Road Motorcycle,[6],Missing,Road Motorcycle is a motorcycle racing game The game uses realistic 3D pictures to simulate real roads
1695081600,"[10, 13, 14, 32]",265586,Real Drift Multiplayer 2,[6],Missing,Real Drift Multiplayer 2 offers a unique experience waiting for drift enthusiasts Experience a real racing simulator with customizable vehicles competitive online modes and realistic drift dynamics
1695168000,Missing,265581,Listen,[6],Missing,There is no interface its all sound The biggest feature of Listen is that there is no screen display throughout the process and everything is entered by the keyboard and mouse movement
1695168000,Missing,265579,RegicideX,[6],Missing,RegicideX is a 3D Hackn Slash that takes place in a dark fantasy world plagued with rotten and evil angels and possesed people who have invaded the castle of our Lord You will have to fight in order to liberate your castle and overcome the invasion
1695254400,[32],265572,Hentai Maya,[6],Missing,What could be more beautiful than hentai
1695081600,[12],265563,Autocraft,[6],Missing,Autocraft is a game where you will be playing as a mighty Dwarf that can collect loot as well as enchant his shield with bonus gems found around
1695168000,"[31, 32]",265561,Balloon Chase Journey,"[3, 6]",Two animals Cherry Bear and Blink Fox that lived in the green grassland have long dreamed of traveling around the world but their traveling hot air balloon is stolen by unknown forces In order to find back the hot air balloon and continue their traveling dreams they set foot on the adventure for chasing hot air balloons After crossing tropical island harvest maple leaf farm and cold snow canyon the hot air balloon was finally discovered However greater and unknown challenges were lying ahead,A cute art style 2D scroll casual action adventure game you need to play animals flying in the air on a balloon fight and trample the balloons of others to win You will see diverse natural scenery face unknown challenges start a joyous adventure bring back the balloon fight fun of childhood
1695168000,[32],265556,Rooms,[6],Missing,You have found yourself in unexplained circumstances in an endless building with no apparent way out Traverse through 100 rooms filled with monsters and puzzles and uncover the secrets of this building
1694736000,"[31, 32]",265519,Charles Haunted Mansion,[6],Missing,Charles Haunted Mansion is a 2D TopDown Survival Horror game based on the story of a mansion haunted by the vengeful spirit of a woman who was murdered inside the mansion decades ago
1695168000,[15],265517,King of Avalon,[6],Missing,Summon your Dragon and be the King of Frost and Flame in Avalon
1694736000,[32],265513,Octopus Island,[6],Missing,Octopus Island is a leisure type game with the theme of ocean elements The game simulates a pinball machine The player controls the left and right baffles to hit the marbles out so as not to let the marbles fall into the middle hole
1694736000,[32],265511,Runner Fruit Jumping,[6],Missing,Runner Fruit Jumping is a cartoon style leisure game The small animals controlled by the player rotate on the fruit You need to jump the small animals from one fruit to another
1694217600,"[13, 15, 32]",265509,Let Them Fall,[6],Missing,Let Them Fall is a dynamic puzzlestrategy game Transport objects using conveyor belts to the target zone With each level the game gets tougher with diverse shapes colors and limited space on procedurally generated maps Will you take up the challenge
1696032000,"[12, 15, 31, 32]",265495,Olho Spectral,[6],Missing,An RPG game following the style of the nineties classics Turnbased battles 3D scenery and pixelated graphics Two worlds in parallel dimension to be explored Dungeons full of puzzles and sinister monsters to defeat
1694131200,"[10, 12, 14, 15, 31, 32]",265467,Blitz Runner,[6],Missing,In Blitz Runner youll dash through colorful landscapes collecting dazzling gems that not only increase your score but also your speed The more gems you collect the faster you run making every game a unique and exhilarating journey
1695168000,"[8, 31, 32]",265466,Adventurer Farmer: Save my Son!,[6],Missing,Use the dynamics of movement with the rope to take the character to the rescue of his son who accidentally fell out of the plane while traveling from the farm to the city Take advantage of the boosts provided by the physics on the map and stay away from dangerous obstacles Save the farmers son
1694476800,"[31, 32]",265444,3am in Leicester,[6],Missing,Walk the streets of Leicester City and collect food Become sober Stay alert There are ghosts Made with the Godot Engine
1694131200,"[31, 32]",265402,C.I.E.B The Backrooms Project,[6],Missing,Prepare Explore Survive Extract Profit You will explore the infinite backrooms and bring back proof of your journey In return I will allow you to browse a catalog so our scientist can increase your odds at survival You will have to cover some expenses like body upkeep and so forth Good Luck
1694649600,[32],265395,Bunny Bond,[6],Missing,Bunny Bond is a steamy visual novel where you can chat flirt and fall in love with 6 handsome guys Enjoy fun interactions with the group send DMs to whoever catches your eye and collect all of the sexy pictures they send to you
1694217600,Missing,265394,Bunny's Pizza Tycoon,[6],Missing,Open and customize an old restaurant Inspired by the fnaf series you play the role of a company owner during the day and a worker during the night Buy Items during the day and maybe make a little bonus cash during the nights so you can make money the next day
1694736000,"[9, 31, 32]",265393,Bright Side: Riddles & Puzzles,"[6, 48, 49, 130]",Missing,Who is lying Who will survive Which way is safe Watch unusual stories and solve tricky riddles with your friends or solo
1694908800,[32],265385,Cozy Fishing,[6],Missing,Cozy Fishing is a game where you can chill and fish to grow your aquarium fish collection in chilling environments and a relaxing atmosphere
1694044800,Missing,265383,Crowned Control,[6],Missing,A couch coop multiplayer game where the goal is to grab the crown and keep it on your head for as long as possible to win the game
1694044800,"[14, 15, 32]",265364,DropingBalls,[6],Missing,This is a simple casual game for avoiding falling balls You can move the protagonist through AWSD to exercise your reaction and planning abilities while resting It comes with a maximum survival time recording mechanism
1694131200,[32],265359,Grunenberg,"[3, 6, 14]",Famous myth hunter Michael Soloman while continuing his research and explorations finds himself in a abandoned area named Grunenberg based on the information he has heard This region which has had one relatively unknown witch case seems to hold significant potential for him One day Michael Solomans grandson Jimmy Soloman receives a letter from his grandfather In this letter his grandfather urges Jimmy to come to Grunenberg immediately bringing a camera with him and never turning it off Although Jimmy isnt very close with his grandfather he sets out for Grunenberg to find him and understand what is happening in that area,Grunenberg is a singleplayer horror game that utilizes the visual and sound design of VHS tapes The protagonist Jimmy Solomon comes to the abandoned area named Grunenberg to find his grandfather and captures everything he sees on the camera as his grandfathers request
1695254400,"[32, 35]",265343,Jewel Match Atlantis Solitaire 4: Collector's Edition,[6],Missing,Immerse yourself in the enchanting depths of the mystical underwater realm of Atlantis Solitaire Delve into numerous intricate underwater levels and build stunning aquatic landscapes Tackle the latest Supersize Challenge and Match2 levels as you unlock a multitude of new solitaire variations
1694649600,"[13, 32]",265342,IronWolf: Free Non-VR Edition,[6],Missing,This is the Free NonVR version of IronWolf VR A coop submarine game with a light touch on realism making the submarine sim genre accessible to a wider audience
1694131200,"[31, 32]",265335,Little Dew Drop,"[3, 6]",Missing,Little Dew Drop is a small relaxing and slowpaced 2D platformer Enjoy the original soundtrack while travelling through six increasingly challenging levels
1694304000,"[13, 31, 32]",265300,Secrets of the Haunted Mansion,[6],Missing,Secrets of the Haunted Mansion is an immersive interactive adventure game that transports players into the dark and mysterious world of an abandoned and haunted estate Step into the shoes of an explorer ready to unearth forgotten secrets and unravel intriguing puzzles
1694304000,"[31, 32, 34]",265287,The Garden of Silvergrass,[6],Missing,The main character Naho meets a mysterious fox spirit named Semi in a silver grass field Fall into her lovely charm The closer you get to her the more you will face her and your dark past Can your choice create a new future
1695513600,[31],265286,The Attic,[6],Missing,A Survival Horror Mystery Explorer
1695600000,"[8, 9, 31]",265264,Up Against Aliens,[6],As you wake up to the echoes of a thunderous explosion you are thrust into a bewildering world where the rules of reality have been shattered Your quest begins in your apartment but the moment you step outside you realize something unthinkable has occurredyour entire building is suspended in the cosmos among a chaotic sea of debris  Amidst the cosmic turmoil you encounter a weathered and enigmatic old man who shares a chilling revelationhe believes he witnessed an entity spiriting away into the maelstrom of floating detritus With urgency etched into every word he urges you to hasten upwards setting the stage for an odyssey that will test your every skill and intellect,Navigate cosmic debris using timebending tech in this 3D platformer Solve puzzles and thwart the alien threat across shifting landscapes Will you be Earths unexpected savior when you go Up Against Aliens
1693958400,"[10, 14, 32]",265236,Rocket League: Season 12,"[3, 6, 14, 48, 49, 130, 167, 169]",Missing,Home to Rocket Leagues opening day Neo Tokyos megalithic tech scene and neonsoaked cityscape make for a landmark Arena setting But fanged rumors lurk amongst the roots of these glittering towers Notorious hacktivist ZeroDay has gained access to the citys digital infrastructure and although their motives remain unclear the citys underbelly buzzes with anticipation of whats to come  How will you survive this world of digital disruption Override your Garage with the Porsche 911 Turbo go incognito with Rocket Pass rewards and play Soccer in ZeroDays corrupted vision of Neo Tokyo  Season 12 begins on September 6 no password required
1693872000,"[8, 31, 32]",265198,Mr. Platformer,"[3, 6, 14, 82]",Missing,Run Jump Swim Mr Platformer can do it all
1694217600,"[12, 31, 32]",265130,Observer,[6],Missing,Observer is a 3D handdrawn cartoon roguelite game You will become the legendary heroes of the forest choose a new destiny for them and guard this mysterious forest for them
1695340800,[32],265123,Semu,[6],Missing,Space adventure can be scary so thats why we at InkForge Studios have developed the most advanced Space Suit ever  the Semu suit Standing for Survival Extravehicular Mobility Unit it will keep you safe as you journey the cosmos With survival guaranteed what else is there to worry about
1695081600,Missing,265113,Secret of the Vikings 2: The World Tree,[6],Missing,Inexplicable disasters haunt the Vikings Help Valkyrie Fenja and Raven Yorin rebuild the destroyed village and find out what is behind the mysterious events
1695340800,"[12, 13, 15, 31, 32]",265110,Redemption?,[6],Missing,Death came unexpectedlyIts time to understand whether I have lived this life correctlyIts time to finish the story of my life and understand what punishment awaits me for my actions or were they right
1694044800,"[31, 32]",265099,A Lively Haunt,[6],Missing,Are you bold enough to enter A Lively Haunt alone Or must you join a friend to investigate this 2player oldschool text parser adventure game
1695254400,Missing,265095,Duskborn,[6],Missing,Duskborn is a 3rdperson rougelike game Descend into the Abyss as fast as possible level up by defeating various enemies collect and combine items to upgrade your player Maneuver through the Abyss with your jetpack and grappling hook The race against time is on
1694044800,[32],265084,Elephant Rave 2,"[6, 14]",Missing,The rave goes on 14 years after his first rave the elephant has returned for monumental challenge avoiding very very deadly beams of light
1693958400,"[8, 31, 32, 33]",265076,Chital's Mini Adventure,[6],Missing,Small Indie Platformer that started a Game Jam entry in 2022 now polished a little and released A SingleLevel game where you must collect Jewels and defeat a Boss
1694649600,"[8, 31, 32]",265045,The Hardest Game Ever,[6],Missing,The Hardest Game Ever is a precision 2D platformer As the name suggests its a very difficult game so difficult that the developer has created a challenge to pay the first person to beat the game
1694649600,[10],265034,Karting Superstars,[6],Missing,Karting Superstars is a charming racing game that captures the exciting and competitive world of karting Inspired to condense the thrill and beauty of racing weve dedicated our love time and craft into this new game that builds on the celebrated simcade taste of Circuit Superstars
1693872000,[32],265025,4D:XD,[6],Missing,4DXD is a topdown 2D bullet hell space shooter Conquer the game with as few deaths as possible
1694995200,"[13, 15]",264937,Shipping Manager,"[3, 6]",Missing,Create and manage your own shipping empire Control every aspect from route creation to marketing to staff handling and beat other managers to top the leaderboards
1694390400,"[31, 32]",264928,Sect-Machina,[6],Missing,SectMachina is a fluid atmospheric bugthemed metroidvania rendered in a vibrant 2D pixelated style crafted with meticulous attention to detail in its combat characters environments sound and story
1694217600,"[4, 12, 13, 31, 32]",264914,Old School,"[6, 130]",Missing,Relive your school days in 3D where old school graphics bring back timeless fun Create your own star student and attend a schedule full of classes in time to gather the knowledge you need to thrive while an equally important popularity contest challenges you survive
1695600000,"[31, 32]",264840,Dynaforce,[6],Missing,In the classic FPS style Dynaforce combines tactics and marksmanship Youll collaborate with your team to devise strategies and take down enemies participating in intense battles on various maps
1693785600,[32],264820,Beullokgwa Miyeonsiwa Godae Geuriseu,[6],Missing,A chaotic educational game set in ancient GreeceBecome the fictional philosopher Epistemonos and defeat the scholars who stand in your wayDrag blocks to merge them and defeat the enemiesImmerse yourself in a topsyturvy story set in ancient Greece with a focus on the Acropolis
1694217600,"[13, 32]",264812,As Long As It's Not Illegal: Last Act,[6],Missing,Many revelations will be realized as Roxannes year the the crew comes to an end in the finale of this episodic trilogy
1695600000,"[15, 31]",264808,Hundred Fires: The Rising of Red Star - Episode 3,[6],Missing,Prepare for the climactic finale as Montenegro returns for one last mission Use your stealth skills to rescue your beloved daughter Merche and unravel the trilogys thrilling conclusion amidst intense action and suspenseful gameplay
1694649600,"[15, 31, 32]",264806,All Noobs Must Die,[6],Missing,A place where wishes come true You just need to protect the obsidian portal from zombies Mine resources with your pickaxe build traps and put them to use  let them grind the zombies into a juicy green porridge Funny meme endings
1694044800,"[10, 31, 32]",264803,Inertia Ball,[6],Missing,This is an unusual adventure future simulation space game in different gravity under your operation will also change Players can feel the vastness of different planets in the game feel different gravity feel their own different operations Conquer the universe
1694649600,[32],264798,Idol vs Furries,[6],Missing,Survive to Furries and Farm Skins in stylized gunfights
1694736000,[32],264785,Castle Guardian,[6],Missing,Legendary action with tower defense warfare Become a castle guard in fantastic medieval era Destroy the enemies with your wingman Centaur Defend your castle
1695168000,[31],264784,Logic,"[3, 6]",Missing,Logic is a 3D logical platform game where you can get through the levels by solving several different puzzles with the help of moveable cubes by switching buttons and pressure plates and by using elevators and teleporting platforms
1695772800,"[31, 32]",264773,Lizards Must Die,[6],Missing,The great exploits of the Ancient Rus in the war with the lizards Immerse yourself in the world of Hyperborea and defeat hordes of Lizards and other unholy who encroached on holy places Ancestors Choose a blessed hero and go save the world from the green plague
1694736000,"[13, 31, 32]",264771,Pop Off 2,[6],Missing,Unleash fizzy chaos in Pop Off 2 Ascend the crater by flying between obstacles in this physics based platformer Discover what mysteries this foreign landscape holds as you team up with friends customize your character and conquer the precarious unknown in this thrilling multiplayer adventure
1694563200,"[13, 14, 15, 32]",264762,Axis Football 2024,"[6, 48, 49]",Missing,Axis Football is a simulationstyle football game featuring the industrys best franchise mode massive customization and realistic gameplay
1694131200,"[9, 32]",264760,Lost & Found Agency: Collector's Edition,[6],Missing,Play this great new hidden objecft game from AVI Games Get and fullfill orders from the detective agency Lost  Found Agency to search for missing objects Go to fascinating locations and explore dangerous places decipher clues and uncover secrets Find the missing objects and solve crimes
1694390400,Missing,264755,Dream #46,[6],Missing,Chill exploration contemplative ride game with a boat
1694131200,"[13, 31, 32]",264753,Guidelicious,"[3, 6, 14]",Missing,A short interactive visual novel about waking up in a strange room with a mysterious man But why are you here Let Him be your Guide to the truth
1694736000,Missing,264748,Jet Up,[6],Missing,Jump with jetpack only you need to do is go up the only thing you need is your skill
1694995200,[31],264721,Naturpark Lillebælt VR,[6],Missing,Dive into VR missions at Naturpark Lillebælt Plant eelgrass catch fish clean trash and learn about biodiversity Restore the oceans balance in this educational adventure
1694995200,"[15, 32]",264713,Castle of Void,[6],Missing,Your main goal is to defend the castle because the enemies will stop at nothing Do not let them break through the defense as their ambition is to capture your fortress and gain power over your kingdom
1694736000,Missing,264702,Circular Logic Games,[6],Missing,Chess checkers hexagon other board games on round board network or offline
1694736000,"[9, 15, 31, 32]",264700,Dreams of a Geisha,"[3, 6, 14, 130]",Missing,Journey through the wonderful world of Geisha Help Ichisumi to reopen the temples and restore a world of beauty and passion
1694736000,"[15, 31, 32]",264688,Inhibit,[6],Missing,Inhibit is an exhilarating and highly challenging speed run platform game that will put your reflexes to the ultimate test Each level is more demanding than the previous one and the slightest mistake will determine the difference between victory and defeat
1694822400,"[31, 32]",264683,Potions & Emotions,[6],Missing,Potions and Emotions is a creative game where you play the conscience of the villain Join Thaliaa fae with big ambitionswho intends to take over a town hidden in a magical forest Whether her shoulder angel or devil you get to guide her actions and witness the consequences of your choices
1693785600,[32],264679,CyberPigeon,[6],Missing,Take control of CyberPigeon the ultimate cybernetic avian warrior as you engage in intense battles against swarming drones and formidable bosses Adapt to the everchanging environment collect powerups and weapons and rise to the top of the leaderboard in this thrilling aerial showdown
1693785600,"[5, 32, 36]",264678,Stories One,[6],Missing,Welcome to Stories One an exciting prealpha game blending FPS and MOBA genres Embark on thrilling 5v5 battles in a 90s retrofuturistic city Strategically build your deck level up and conquer your foes Join the Stories One arena today
1694995200,"[31, 32]",264664,Dr. Lunatic Supreme With Steam,"[3, 6]",Missing,Smash monsters collect brains and so much more as you attempt to stop Dr Lunatics evil scheme 1200 levels and hundreds of hidden bonuses in Bouaphas greatest adventure Now enhanced for Steam
1695340800,Missing,264661,DeltaBlade 2700 Re:Create,[6],Missing,Fight your friends as a cyberpunk robot ninja mercenary in DeltaBlade 2700 ReCreate the remake of the original DeltaBlade 2700 Its the same high energy competitive local multiplayer brawler with fast paced sword combat and jetpacks you love but with tons more features
