first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1490313600,23501,88 Heroes,"[3, 6, 14, 46, 48, 49, 130]","[8, 32]",8 minutes past 8 on the 8th August 1988 the world teeters on the brink of total annihilation  Dr H8s demands are simple Pay 88 octillion dollars within 88 hours or 88 thermonuclear warheads pointed directly at earth will be launched  The 88th president of earth calls for urgent crisis talks 88 leaders from 88 countries around the world are summoned to the Octooffice With the planet bankrupt paying the ransom is not an option Only one possible course of action is left to take Infiltrate Dr H8s evil super lairs and retrieve the 8 digit coordinates to locate his space base and destroy it once and for all  Only a team of superheroes so daring so heroic SO STUPID could possibly pull this off BUT WHO  POWERBOTS  low on battery SOLAR NINJAS  no work visas DINORANGERS  extinct  Desperate times call for desperate measures A reluctant call goes out DAMMIT theyre available  THE 88 HEROES  eightyeight of the strangest and seemingly most pointless superheroes ever to grace the face of the earth THEY CALLED THE BEST BUT THE BEST WERE BUSY,88 Heroes is a chaotic 2D platformer where each level completed or untimely death brings a new hero into the action With just 88 minutes to complete all 88 rooms youll need every one of the 88 Heroes to stop Dr H8 destroying the Earth  The 88 Heroes  eightyeight of the strangest and seemingly most pointless superheroes ever to grace the face of the earth  They called the best but the best were busy,90.0,2.0,8.9,0.0,52.0,8.0,2.0
1488499200,23910,Shovel Knight: Specter of Torment,"[3, 6, 9, 14, 37, 41, 46, 48, 49, 130]","[8, 31, 32]",Missing,This game is a free expansion included in the main game Shovel Knight and its updated title Shovel Knight Treasure Trove The game will also be available as a standalone title on PC PS4 Xbox One and Nintendo Switch,89.53211240229999,4.52,5.55,7.16,86.0,356.0,483.0
1490313600,25343,Zero Escape: The Nonary Games,"[6, 46, 48, 49]","[9, 31, 34]",Kidnapped and taken to an unfamiliar location nine people find themselves forced to participate in a diabolical Nonary Game by an enigmatic mastermind called Zero Why were they there Why were they chosen to put their lives on the line as part of a dangerous life and death game Who can be trusted Tensions rise as the situation becomes more and more dire and the nine strangers must figure out how to escape before they wind up dead,Zero welcomes you to take part in both the Nonary Game and the Nonary Game Ambidex Edition as the awardwinning escapetheroom visual novels Nine Hours Nine Persons Nine Doors 999 and its sequel Virtues Last Reward VLR are together for the first time,83.74254400122483,33.97,42.3,50.78,86.0,235.0,308.0
1489449600,13554,Styx: Shards of Darkness,"[6, 48, 49]","[12, 31]",Following the fall of Akenash tower an extraordinary matter has forced Styx out of hiding to infiltrate Körangar the city of the Dark Elves Supposedly impregnable a diplomatic summit offers Styx a chance at slipping in unnoticed as he learns that the event is nothing but a mere façade Moreover the Elves have joined forces with the Dwarves and the only thing both races have in common is a mutual hatred of the Goblins,Embark upon a stealthy adventure with new enemies new environments and a plethora of new mechanics aimed at refining the abilities and movement of Styx grappling around corners climbing ropes and using his trusty knife as a zipwire Shards of Darkness aims to offer unparalleled freedom of movement along with refined stealth and assassination mechanics expanding and improving on the strengths of Styx Master of Shadows,81.94860204677424,12.22,17.16,28.65,71.0,102.0,152.0
1490832000,10232,Thimbleweed Park,"[3, 6, 14, 34, 39, 48, 49, 130]","[2, 9, 31, 32]",Lost along a dusty stretch of highway the town of Thimbleweed Park once boasted an opulent hotel a vibrant business district and the states largest pillow factory but now it teeters on the edge of oblivion and continues to exist for no real reason Its a town that makes you itch and your skin crawl Its a place no one ever looks for but everyone seems to find,Thimbleweed Park is the curious story of two washed up detectives investigating a dead body found in the river just outside of town Its a game where you switch between five playable characters while uncovering the dark satirical and bizarre world of Thimbleweed Park,80.25832979500223,10.58,14.19,15.97,78.0,292.0,460.0
1489017600,88910,ACA Neo Geo: Metal Slug 3,"[6, 48, 49, 130]","[5, 33]",Missing,Metal Slug 3 is an action game released by SNK in 2000 It is actually the fourth entry in the Metal Slug Series of games Players will be able to use four different characters as they take to the battlefield with an array of weaponry New Slugs such as a Drill Slug will also show up in gameplay leading to even more fierce and exciting action,80.0,nan,nan,nan,nan,nan,nan
1489536000,29806,A-Tech Cybernetic,"[6, 165]",[32],Missing,ATech Cybernetic is a visibly beautifully elaborated scifi game taking place at external and internal venues whereby players are exposed to such effects and impacts which are not possible for a human being to experience in real life without any dangers The enemy consists of robots created by the humans which are very realisticlooking enemies with an unbelievably detailed finish,80.0,nan,nan,nan,nan,nan,nan
1489968000,29450,Tiles,"[3, 6, 14, 48, 49]","[8, 9, 32]",Missing,Tiles is a unique actionpuzzle game that will both convolute your mind and burn your finger tips,80.0,9.2,9.53,20.24,0.0,0.0,3.0
1490832000,29087,One Eyed Kutkh,"[3, 6, 14, 34, 39, 46, 48, 49, 130]","[2, 9, 31, 32]",Missing,OneEye Kutkh  an exciting space adventure based on the fairy tales of the Far North A single traveler on his way home crashes on a mysterious planet To continue his journey hell have to get to the ninth heaven deceive the Sun and the Moon and steal their spaceboats,80.0,0.59,0.68,0.82,46.0,11.0,29.0
1490313600,27986,Frisky Business,"[6, 14, 48]","[12, 13, 31]",You are Mr Falco Frisk private detective of Frisk Investigative Solutions Develop your relationships with your team as you take on your very first case Dive into a sexy and strange adventure of hot babes and killer clowns,You are Mr Falco Frisk private detective of Frisk Investigative Solutions Develop your relationships with your team as you take on your very first case Dive into a sexy and strange adventure of hot babes and killer clowns,80.0,1.45,0.0,3.79,50.0,3.0,5.0
1490227200,27975,Monster Slayers,"[6, 14, 46, 48, 49, 130]","[12, 15, 31, 32, 33, 35]",Missing,Developed by Nerdook Reverse Crawl Vertical Drop Heroes Monster Slayers is a complete reimagining of the free webbased hit of the same name which has been played over 4 million times on gaming portal Kongregate A roguelike deckbuilding RPG adventure Monster Slayers uses an innovative cardbased battle system and lets you customize a deck to suit your play style Create a new hero to join the Monster Slayers Guild and choose your path through the perilous Northern Valley as you follow your quest to defeat the legendary Harbinger and become a true Monster Slayer,80.0,10.2,42.38,94.22,69.0,16.0,19.0
1490572800,26763,Has-Been Heroes,"[6, 48, 49, 130]","[12, 15, 31, 32, 33]",Missing,HasBeen Heroes is a challenging roguelike game of strategy and action featuring a band of heroes on a quest to escort the Kings twin princesses to the Princess Academy  The player controls three characters and must focus on combining hundreds of different spells to create devastating combo effects that can be used against enemies along the way The rewarding strategy game features irreverent humor expanding world maps and increasing levels of difficulty Players will stay focused and engaged in the gameplay as the quantity and randomness of spells and items allow for thousands of new experiences and will force the player to change their game style each time while the specter of permadeath could cause the player to lose everything,80.0,17.0,58.62,327.0,59.0,17.0,8.0
1490832000,26180,Warriors All-Stars,"[6, 46, 48]",[25],For many ages this world had prospered by virtue of the power of the miraculous Spring  Yet now it is on a verge of destruction The King who controlled the power of the Spring had suddenly died and at the same time the Spring had dried up  In order to save their dying world the Queen tells her daughter of an old prophecy  When the Spring loses its power and the world heads for destruction Heroes from other worlds shall arrive The Heroes will share their power with the shrines and revive the Spring And the one who leads the Heroes will be crowned as the new Monarch and restore glory to the world  Following the words of her mother Princess Tamaki tries to perform the ceremony to call for heroes from different worlds However something goes wrong and the heroes end up scattered across the land  And then  Before each of these displaced and bewildered heroes strangers appear asking for their aid  It is not only Tamaki who seeks the aid of the heroes There are tree scions of the royal family who all have their reasons for aiming to take the throne  Eventually the heroes are split into three separate groups forced to fight on opposing sides,Warriors AllStars is a crossover game that features characters from multiple Koei Tecmo published franchises and games Along with some original characters the game not only features an extensive battle system but also an abundance of content for players to enjoy outside of combat This includes the Sanctuary which surrounds the games mighty Hot Springs,80.0,7.14,20.64,55.04,63.0,24.0,31.0
1489708800,18185,Wartile,"[6, 48, 49, 130]","[12, 15, 24, 32, 35]",Missing,Wartile is a medieval fantasy themed strategy game that invites the player to select a band of miniature figurines and embark on a campaign or a multiplayer match set on gorgeous diorama Battle Boards Figurines their special abilities and your hand of godly and tactical cards are the tools to rule the board Wartile captures the tabletop feeling while adding its own digital style magic and humor Tactics weigh heavily in Wartile where a unique cooldown system adds the flavor of turn based games and gives you the time to outsmart trap or even use Godly powers on your enemy,80.0,9.46,21.79,54.0,68.0,4.0,8.0
1490659200,25310,MLB The Show 17,[48],[14],Missing,MLB The Show 17 delivers the most realistic and personal baseball gaming experience on consoles This year The Show offers exciting gameplay improvements and a greater ability to personalize your baseball experienceMMMMM DADDAY,79.99481621023887,nan,nan,nan,nan,nan,nan
1490832000,26801,Guilty Gear Xrd: Rev 2,"[6, 9, 48, 52]",[4],Missing,Guilty Gear Xrd Rev 2 is a standalone expansion of Guilty Gear Xrd Revelator and is also available as DLC for that game,79.0734851159159,nan,nan,nan,nan,nan,nan
1488931200,12523,Faeria,"[3, 6, 14, 34, 39, 48, 49, 130]","[9, 12, 15, 16, 24, 31, 32, 35]",Missing,Faeria is a digital collectible card and turnbased strategy game that takes place on a dynamic playing board set in a fantasy universe Players in Faeria battle oneonone against other players or computercontrolled opponents Battles take place on a empty hex board and the goal for each player is to reduce the opponents avatar health to zero before their own is exhausted Part of the games strategy is managing the placement of tiles on the board to create routes for ones creatures to reach the opponent while limiting progress from the opponent  Winning games earns ingame currency that can be used to purchase new packs of cards from which the player can then customize their deck Support for the iOS and Android versions of the game were dropped in 2018 to focus on the PC version The game also moved out of its freetoplay model and announced plans for card expansion DLCs around the same time,78.61765173050402,12.85,19.82,22.0,67.0,25.0,12.0
1490313600,14394,Battle Brothers,"[6, 48, 49, 130]","[12, 15, 16, 24, 31, 32]",Battle Brothers is a turn based strategy RPG mix which has you leading a mercenary company in a gritty lowpower medieval fantasy world You decide where to go whom to hire or to fight what contracts to take and how to train and equip your men in a procedurally generated open world campaign Do you have what it takes to lead them through bloody battles and to victory The game consists of a strategic worldmap and a tactical combat layer On the worldmap you can freely travel in order to take contracts that earn you good coin find places worth looting enemies worth pursuing or towns to resupply and hire men at This is also where you manage level up and equip your Battle Brothers Once you engage a hostile party the game will switch to a tactical map where the actual fighting takes place as detailed turn based combat,Battle Brothers is a turn based strategy RPG mix which has you leading a mercenary company in a gritty lowpower medieval fantasy world You decide where to go whom to hire or to fight what contracts to take and how to train and equip your men in a procedurally generated open world campaign Do you have what it takes to lead them through bloody battles and to victory The game consists of a strategic worldmap and a tactical combat layer On the worldmap you can freely travel in order to take contracts that earn you good coin find places worth looting enemies worth pursuing or towns to resupply and hire men at This is also where you manage level up and equip your Battle Brothers Once you engage a hostile party the game will switch to a tactical map where the actual fighting takes place as detailed turn based combat,78.50137786293135,31.28,55.55,89.62,75.0,28.0,23.0
1490054400,27766,Mass Effect: Andromeda - Deluxe Edition,"[6, 48, 49]","[5, 12, 31]",Missing,Mass Effect Andromeda pits you and your crew against the dangers of a strange new galaxy Youre 25 million lightyears away from Earth and youre going to need all the help you can get  Snag the Mass Effect Andromeda Deluxe Edition today and be prepared for whatever comes your way with multiple additional armor and outfit sets an elite weapons set and a new vehicle skin for the Nomad Plus receive Multiplayer Booster and Deluxe Launch Packs MEAs digital soundtrack and even a pet spacemonkey to hang out with on your ship,78.32116788321167,nan,nan,nan,nan,nan,nan
1490659200,26941,Battlefield 1: They Shall Not Pass,"[6, 48, 49]",[5],Missing,Releasing March 2017 They Shall Not Pass will be the first Battlefield 1 expansion Featuring allnew maps new weapons and the new playable French Army faction They Shall Not Pass will truly expand the theater of allout war,78.26508102594265,nan,nan,nan,nan,nan,nan
1489622400,27508,Turok 2: Seeds of Evil,"[3, 6, 14, 48, 49, 130]","[5, 8, 31]",Missing,Turok 2 Seeds of Evil is a first person shooter where players assume the role of Turok an intrepid warrior fighting their way through a host of new enemies weapons and missions The remastered game transports players into a sprawling environment with vicious enemies lurking behind every corner Fans can look forward to new grotesque bosses and over 20 new weapons including the skulldrilling favorite  The Cerebral Bore  that will send enemy brains flying  In a thrilling new feature Turok 2 Seeds of Evil also adds a multiplayer game mode in Last Turok Standing where players can battle with friends for an even more visceral gaming experience,77.31176475344093,10.63,14.84,15.79,68.0,89.0,103.0
1489622400,29411,Clone Drone in the Danger Zone,"[6, 14, 48, 49, 130, 169]","[4, 5, 13, 25, 32]",Missing,Clone Drone in the Danger Zone is a third person sword fighter where any part of your body can be sliced off With your mind downloaded into a robot gladiator you must survive the sinister trials of the arena,76.65428889714073,2.23,15.14,23.71,72.0,27.0,29.0
1488844800,25210,Disc Jam,"[6, 48, 130]","[14, 32, 33]",Missing,A fastpaced actionsports game that pits 24 players against each other in a unique combination of air hockey and tennis Players scramble to retrieve and throw a glowing disc while unleashing devastating abilities and defending variablepoint end zones An exciting blend of strategy and skill this arcadeinspired title boasts a zany roster of characters to compete with friends both on the couch and online,76.16511585682247,3.48,6.45,9.65,64.0,33.0,12.0
1489363200,26972,Death Squared,"[3, 6, 14, 34, 48, 49, 130]","[8, 9, 15, 32]",Missing,Death Squared is a coop puzzle game about cooperation communication and robot explosions,76.1484488293426,5.99,7.52,9.3,71.0,52.0,50.0
1489881600,9637,Orcs Must Die! Unchained,"[6, 48]","[11, 15, 24, 32]",Missing,Wisecracking multiplayer action that uniquely blends the strategic depth of a MOBA with intense thirdperson combat as you fight in a wild battle for fortress supremacy  Orcs Must Die Unchained is a highoctane PvP action game in which you storm the opposing fortress together with your friends and defend your own base Your enemies are also sending their minions to your rift  construct a maze of traps and beat back everything they send at you Grinding roasting slashing or good oldfashioned thumping  every dirty trick is at your disposal when both attacking and defending,74.91661489464263,0.0,100.25,0.0,50.0,2.0,2.0
1490659200,19220,Snake Pass,"[6, 48, 49, 130]","[8, 9, 13, 31, 32, 33]",Missing,Welcome to Snake Pass a physical actionpuzzle game that sees the player slither curl and climb their way through increasingly challenging worlds filled with evermore intricate obstacles and fiendishly mindbending objectives  Snake Pass is the wriggling brainchild of Seb Liese who originally came to Sumo from Holland to work on the LittleBigPlanet team His prototype of real snake physics captured the entire studios imagination and were really proud of the results so far,73.49524950480098,5.24,8.71,12.32,67.0,171.0,261.0
1489708800,14404,Kona,"[3, 6, 14, 46, 48, 49, 130, 167, 169, 170]","[9, 31, 32]",Missing,A storydriven survival game set in 1970s Quebec in which Carl Flaubert a private detective sent to the fictional Atamipek Lake to investigate a deceptively simple case must solve the mystery surrounding the region while surviving the harsh Northern Canadian winter,72.74981546053911,5.37,7.42,10.07,67.0,139.0,257.0
1488499200,27438,Blaster Master Zero,"[6, 37, 48, 49, 130, 169]","[5, 8, 31]",One day a young man named Jason Frudnick known for being a genius in the field of robotic engineering discovered a strange creature that he has never seen before No records of this mysterious creature could be found so Jason gave it the name Fred and took it to his lab to begin closely observing it  Shortly after that an accident occurred in the lab and Fred managed to escapeFred jumped into a hole that seemingly appeared out of nowhereJason followed and before he knew it he found himself in a cave where the battle vehicle SOPHIA III awaited him  With his curiosity in this incredibly high tech vehicle piqued Jason hopped abroad SOPHIA III and began his adventure in the vast subterranean world in search of Fred,A loose reboot of the original Blaster Master by Inti Creates utilizing elements from the original game the Worlds of Power novelization and the original Japanese version,72.59548382148131,6.23,8.19,9.77,77.0,147.0,253.0
1488758400,11171,Tom Clancy's Ghost Recon: Wildlands,"[6, 48, 49, 170]","[5, 24, 31]",Bolivia a few years from now this beautiful South American country has become the largest cocaine producer in the world The influential and vicious Santa Blanca drug cartel has turned the country into a narcostate leading to lawlessness fear injustice and violence The cartel is on track to becoming a major underworld power and global threat  An allout war is not the answer A surgical stealthy lethal approach is the only way to stop the disease at its source The Ghosts an elite US Special Forces team are sent behind enemy lines to wreak havoc destabilize and eventually break the alliance between the cartel and the corrupted government  Facing an almighty enemy in a massive and hostile environment the Ghosts will need to make critical moral choices and engage in tough battles to complete their mission  their grittiest and most dangerous operation to date,Create a team with up to 3 friends in Tom Clancys Ghost Recon Wildlands and enjoy the ultimate military shooter experience set in a massive dangerous and responsive open world,72.22075491167675,nan,nan,nan,nan,nan,nan
1488844800,10910,LEGO Worlds,"[6, 48, 49, 130]","[9, 31]",Missing,LEGO Worlds is an open environment of procedurallygenerated Worlds made entirely of LEGO bricks which you can freely manipulate and dynamically populate with LEGO models Create anything you can imagine one brick at a time or use largescale landscaping tools to create vast mountain ranges and dot your world with tropical islands Drop in prefabricated structures to build and customize any world to your liking Explore using helicopters dragons motorbikes or even gorillas and unlock treasures that enhance your gameplay Watch your creations come to life through characters and creatures that interact with you and each other in unexpected ways In LEGO Worlds anything is possible,71.97066079109223,9.64,23.73,46.47,62.0,60.0,20.0
1490054400,27910,Everything,"[3, 6, 14, 46, 48, 130]","[12, 13, 31, 32]",Missing,Everything is an interactive experience where everything you see is a thing you can be from animals to planets to galaxies and beyond Travel between outer and inner space and explore a vast interconnected universe of things without enforced goals scores or tasks to complete Everything is a procedural AIdriven simulation of the systems of nature seen from the points of view of everything in the Universe Narrated by the late British philosopher Alan Watts,71.79308582017771,2.97,5.61,15.43,69.0,111.0,139.0
1490659200,19168,Narcosis,"[6, 14, 48, 49]","[31, 32]",Missing,Narcosis is a this hauntingly immersive survival story set at the hostile depths of the Pacific Ocean Stranded after an accident an industrial diver takes desperate steps to surface before his oxygen  and sanity  give out,71.28364269683343,3.03,3.8,5.24,66.0,26.0,60.0
1490054400,7349,Mass Effect: Andromeda,"[6, 48, 49]","[5, 12, 31]",Mass Effect Andromeda starts around 2185 as the Andromeda Initiative embarked on an ambitious goal to settle the Andromeda galaxy by traveling in large vessels known as arks A coalition of Milky Way races  which includes humans asari turians salarians and the krogan  participates in this 600year expedition and placed in cryostasis to ensure that they do not age during the trip Prior to the journey the Initiative had identified golden worlds in Andromedas Heleus cluster locations that are deemed highly viable for habitation Each ark consists of a team that are led by a Pathfinder who is tasked to explore and ensure these worlds or any other potential locations are hospitable before settlement can begin,A new adventure awaits in the Mass Effect universe With stunning visuals and a new galaxy to discover BioWare delivers the next generation of space exploration  Commander Shepards story may be over but there are many more stories to tell in the Mass Effect universe Mass Effect Andromeda will be set in a new galaxy with new characters new quests and a whole load of new consequenceladen decisions to make  Mass Effect Andromeda takes you to the Andromeda galaxy far beyond the Milky Way There youll lead our fight for a new home in hostile territory  where WE are the aliens  Play as the Pathfinder  a leader of a squad of militarytrained explorers  with deep progression and customisation systems This is the story of humanitys next chapter and your choices throughout the game will ultimately determine our survival in the Andromeda Galaxy  As you unfold the mysteries of the Andromeda Galaxy and the hope for humanity lies on your shoulders  You must ask yourself How far will you go  Key Features  Return to the Mass Effect universe Lead the first humans in Andromeda on a desperate search for our new home In this new chapter of Mass Effect meet and recruit allnew interesting characters caught up in an epic space saga filled with mystery and galactic conflict  Fight for survival Battle with your Pathfinder team against terrifying enemies and creatures New additions like destructible environments boosted jumps for added verticality and allnew weapons and Biotics make combat more thrilling than ever  Build your hero Create a formidable hero with amazing weapons powers and tech A much more flexible skill and weapon progression tree means you can replicate your play style to make you unstoppable against new powerful alien enemies  Explore a new galaxy Chart your own course in a dangerous new region Unravel the mysteries of the Andromeda galaxy as you discover rich alien worlds in the search for humanitys new home,70.70189212202129,18.38,62.82,93.52,69.0,1040.0,1741.0
1489017600,11120,The Elder Scrolls: Legends,"[6, 14, 34, 39, 48, 49, 130]","[15, 16, 35]",Missing,The Elder Scrolls Legends is a strategy card game that explores the series characters creatures deities and lore Whether you have 10 minutes or five hours Legends provides a variety of gameplay modes and challenges that are easytolearn but difficult to master Built with all levels of players in mind Legends offers accessible gameplay for beginners who want to get started quickly and the games depth keeps expert players engaged With a wide variety of deck types and strategies no two games are ever the same,70.18439464879333,4.16,68.58,913.65,69.0,24.0,16.0
1489017600,96698,Virtual Virtual Reality,"[6, 34, 162, 164, 165, 384, 386]","[13, 31, 32]",Missing,In the near future most jobs have been automated What is the purpose of humanity Activitude the Virtual Labor System is here to help Your artisanal human companionship is still highly sought by our AI clients Strap on your headset Find your calling  Pssst   Sure you could function like a therapy dog to an AI in Bismarck and watch your work ratings climb but dont you yearn for something more adventure conflict purpose Escape backstage into Activitudes system by putting on an endless series of VR headsets in VR Outrun Chaz your manager as he attempts to boot you out PERMANENTLY Along the way uncover the story of Activitudes evolution from VR startup to the human purpose aggregator it is today,70.0,2.47,2.8,3.17,77.0,11.0,23.0
1489708800,82405,Warhammer: The End Times - Vermintide: Digital Value Pack,"[48, 49]",[5],Missing,With the Digital Value pack you get both the main game and the Karak Azgaraz content pack,70.0,nan,nan,nan,nan,nan,nan
1489017600,33290,Danmaku Unlimited 3,"[6, 34, 39, 48, 130]","[5, 32, 33]",Missing,Take to the skies once again as the last defender of humanity against overwhelming odds Lovingly built to be enjoyed by newcomers and genre veterans alike Danmaku Unlimited 3 is a perfect medley of the best aspects of classic bullet hell shooters wrapped up in a modern and approachable package,70.0,2.26,5.67,0.0,79.0,11.0,11.0
1490054400,32704,Splody,"[3, 6, 14, 48]","[32, 33]",Missing,The classic couch competitive gameplay of games like Bomberman taken to the extreme Place bombs get out of the way destroy your friends collect powerups splode your way to victory in smooth multiplayer with virtually unlimited local players,70.0,0.0,0.0,0.0,0.0,0.0,0.0
1490832000,29955,Project LUX,"[6, 165]","[31, 32]",Missing,The crime is murder  Our story takes place in a court trial set in a futuristic world where most humans have cyberbrains The defendant on trial is an agent who coordinates with artists to create the data for cyberbrains to interact with peoples emotions The victim is a girl artist named Lux The jury has to investigate what really happened by reliving the memory data of the defendant,70.0,1.32,0.0,1.33,60.0,1.0,3.0
1490918400,29889,State of Anarchy: Master of Mayhem,"[3, 6, 14, 48, 49, 130]","[5, 10, 32, 33]",Missing,Your town is on fire Anarchy reigns the streets Aliens rampage in the sky Somebody must stop this madness Its gonna be YOU Fight your way through the burning streets chase the aliens and hit their homeworld YOU GOTTA TEACHEM A LESSON,70.0,0.0,0.0,13.7,35.0,2.0,1.0
1490745600,29669,Dick Wilde,"[6, 48]","[5, 32, 33]",Missing,Those pesky swamp critters are at it again Scarin off all the good folk who just want to go huntin and fishin on their lakes and lagoons Were talking piranhas eels gators  you name it Theres even been talk of a giant mutated Turtle on the loose Good thing our favrite gunslingin grenadelaunchin crossbow firin exterminator Dick Wilde is on standby to open up a can of whoop ass,70.0,0.64,0.0,0.0,50.0,2.0,1.0
1490227200,29503,Red Death,"[6, 48, 49, 130, 167, 169]","[5, 32, 33]",Missing,Red Death is a vertical shooter Prologue of the series Project Starship,70.0,0.0,0.0,1.41,50.0,6.0,10.0
1490918400,28303,Racket Fury: Table Tennis VR,"[3, 6, 163, 165, 384, 390]","[13, 14, 32, 33]",Missing,Face 16 opponents in 4 distinctive cups and step into the most intense table tennis experience Take on challenging rivals in the singleplayer campaign to climb the ladder of the Crown Galaxy Get involved in heated exchanges with players from all over the world who just like you are hungry to win,70.0,4.5,0.0,6.0,80.0,2.0,3.0
1490659200,28076,HackyZack,"[6, 48, 130]","[8, 9, 14, 31, 32, 33]",Missing,You are Zack Zacks just a regular kid Juggle balls with unique properties through platforming puzzles to a goal at the end of each stage Help Zack fill his treasured book of stickers to unlock new characters and optional challenge levels where you race against the timer to destroy targets as fast as possible,70.0,4.0,5.07,5.69,61.0,8.0,9.0
1489708800,27973,The Tenth Line,"[6, 14, 48]","[8, 12, 31, 32]",The Tenth Line begins with a spoiled princess on the run after being kidnapped from her home by a mysterious cult She escapes into the wilds with the cultists in hot pursuit and reluctantly enlists a pair of traveling nonhuman beastfolk to aid her in returning home promising them rewards of vast riches and fame But with the longprophesied end of the world apparently right around the corner can she make it home in time to be with her family before the end of days,Guide the princess of the tiny nation of Easania along with her unusual but reliable companions and explore a vibrant world of humans beasts and dragons while escaping the clutches of a mysterious cult in hot pursuit,70.0,0.0,17.0,27.45,75.0,4.0,4.0
1488844800,27511,Loot Rascals,"[6, 48]","[12, 15, 31, 32]",Only you can save Big Barry a terraforming robot from a space theme park overrun by a sprawling transdimensional creature  Explore a strange planet face a unique bestiary and win cards with multiple abilities Use strategy to equip them their location can be crucial and destroying them grants you healing and powers  But beware your enemies are pocketing you The cards they steal are sent to other players games By defeating an elite monster you will get the card of one of them Will you send it back to him  Whatever decision you make prepare to receive a holographic visit will it be an ally or an enemy Loot Rascals is above all a story of friendship loss and redemption  Every game is different in this proceduralgeneration roguelike collect cards check out the thing below and soar to victory with Big Barry,Only you can rescue Big Barry  your huge robot head pal  from a space theme park thats been invaded by a tentacled pandimensional godbeast,70.0,7.5,11.33,30.5,65.0,5.0,5.0
1489536000,25803,Future Unfolding,"[6, 14, 48]","[9, 31, 32]",Missing,Future Unfolding lets you explore a mysterious landscape filled with life Decipher the surreal logic of its world and open up new areas to discover,70.0,7.15,10.38,13.55,60.0,1.0,7.0
1489622400,11816,Yu-No: A Girl Who Chants Love at the Bound of this World,"[6, 46, 48, 130]","[31, 34]",Takuya Arima is a young student whose father a famous historian and teacher mysteriously disappears Some time later he receives a parcel from his father containing a Reflector device and instructions on how to use it The device would allow Takuya to travel to parallel worlds At first he doesnt take it seriously but soon realizes that the device works indeed effectively allowing him to experiment different alternative realities and travel between them,YuNo A Girl Who Chants Love at the Bound of this World is a Japanesestyle adventure game also known as a visual novel originally released in 1996 for the NEC PC98 and later ported to the Sega Saturn and Windows In 2017 a remake was produced for the Playstation 4 and Playstation Vita with completely redrawn HD graphics and rearranged music while maintaining the same story and game structure The 2019 Nintendo Switch port included these new features as well,70.0,38.59,38.73,55.85,71.0,22.0,30.0
1490659200,39761,"Mafia III: Faster, Baby!","[6, 14, 48, 49]","[5, 31]",Missing,In Sinclair Parish a rural town west of the Bayou Sheriff Slim Beaumont rules on a platform of fear and violence When a Civil Rights leader is murdered and other activists are targeted Lincoln joins forces with sisterinarms Roxy Laveau on an explosive mission to expose the towns corrupt underbelly Engage in highoctane car chases epic new militarygrade combat tactics and seedy operations to bring Slim and his corrupt Sheriffs Department to justice,69.76835630021951,nan,nan,nan,nan,nan,nan
1490313600,21429,Vikings: Wolves of Midgard,"[3, 6, 14, 48, 49]","[12, 25]",Missing,Vikings Wolves of Midgard takes you to the Shores of Midgard a world based upon the mythology and history of the Vikings but with a fantasy twist Battle the fearsome Jotan hordes of terrifying undead monstrosities and the beasts of Ragnarok as you strive to survive the growing cold of Fimbulwinter,67.6663170379334,17.33,25.88,35.31,65.0,41.0,64.0
1490054400,91212,Mass Effect: Andromeda - Deluxe Recruit Edition,"[6, 48, 49]","[5, 12, 31]",Missing,Mass Effect Andromeda  Deluxe Recruit Edition takes players on a mission to find a new home for humanity in the Andromeda galaxy As the Pathfinder you lead humanitys fight for survival This edition includes the Turian Soldier and Asari Adept Multiplayer Recruit Packs which ensures you will join the battle well equipped with the Turian and Asari Multiplayer Characters and a selection of special weapons items and boosts The hope for humanity lies on your shoulders You must ask yourselfHow far will you go  Bonus Content Turian Soldier and Asari Adept Characters and Items  Turian Soldier These soldiers are tough and versatile powerhouses Though soldiers primary tools are their weapons they utilize advanced armor technology to give themselves an edge  Turian Soldier kit o Uncommon Character x2 Turian Soldier o Rare Weapon x2 X5 Ghost o Uncommon Weapon x2 Widow o Rare Mod 1 Assault Rifle Barrel o Rare Mod 2 Sniper Rifle Barrel o Uncommon Mod 1 Assault Rifle Magazine o Uncommon Mod 2 Sniper Rifle Thermal Clip o Equipment Stronghold Package o Jumbo Supply Pack 1 5x 1st Aid Ammo  Revive Packs Cobra RPG Boosters o 100 XP Enhancers 5 o Andromeda Points 600  Asari Adept The Asari is a great starter class that is lightly armored with a focus on biotics as the primary form of attack and defense specializing in crowd control and damage  Asari Adept kit o Uncommon Character x2 Asari Adept o Rare Weapon x2 Scattershot o Uncommon Weapon x2 Cyclone o Rare Mod 1 Shotgun Barrel o Rare Mod 2 Assault Rifle Barrel o Uncommon Mod 1 Shotgun Spare Clip o Uncommon Mod 2 Assault Rifle Magazine o Equipment Commando Package o Jumbo Supply Pack 1 5x 1st Aid Ammo  Revive Packs Cobra RPG and Boosters o 100 XP Enhancers 5 o Andromeda Points 600,65.84297409753961,nan,nan,nan,nan,nan,nan
