first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1282003200,187357,Top Gun,"[6, 9]",Missing,Missing,Top Gun is a combat flight simulation game It is based on the film of the same name and it retells the plot of the film with the player taking control of Maverick in an F14 fighter jet,Missing,1.34,2.0,0.0,58.0,16.0,6.0
1283126400,127134,Sam & Max: The Devil's Playhouse - Episode 5: The City That Dares Not Sleep,"[6, 9, 14, 39]","[2, 31]",In this conclusion of the season the player meets a few characters from the first two seasons which didnt make an appearance yet and he doesnt get access to Maxs psychic powers The rest of the gameplay is similar to the former seasons the player walks through the levels collects items and uses them to solve puzzles Dialogues are a ring menu similar to Mass Effect where the player only chooses the topic instead of the whole sentence Unlike traditional adventure games the movement of Sam is not controlled by point  click but by holding the left mouse button and dragging the mouse in the desired direction or alternatively with the keyboard keys Interactions with items or persons are carried out with a single mouse button,This is the biggest Sam  Max game ever  In Episode 5 an enormous scaly floppyeared monster is rampaging through the city and Sam assembles a crack team to stop him To end the mayhem they must ventureinsidethe beast  With an all star cast of heroes and villains  youll be riveted to your seat for each thrilling twist and the truly shocking conclusion in this series finale episode   Episode 1 The Penal Zone  Episode 2 The Tomb of SammunMak  Episode 3 They Stole Maxs Brain  Episode 4 Beyond the Alley of the Dolls  Episode 5 The City That Dares Not Sleep  Finale,Missing,nan,nan,nan,nan,nan,nan
1282176000,111904,Shin Master of Monsters Final EX,"[8, 38]","[12, 15]",Missing,Shin Master of Monsters Final EX is a Strategy video game published by Systemsoft released on August 19th 2010 for the Sony PlayStation 2,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1280966400,76133,Storm Lover,[38],[34],Storm Lover takes you to one of the top private schools in Japan and drop you into a den of attractive boys The game is not only about getting to know the boys and getting them to confess to you It takes you past the honey moon period and to the stagnant period where you have to make important decisions and then back again  In this next 365 days in school you have complete control over your love life See which or how many of the guys you will date Be it sweet and innocent or spicy and turbulent you get to live and relive your ideal high school life in Storm Lovers,A Japanese romance game Otome Visual Novel where the player controls a female protagonist in highschool,Missing,nan,nan,nan,nan,nan,nan
1282780800,66526,Monster Hunter Diary: Poka-poka Airu Village,[38],Missing,Missing,Monster Hunter Diary Poka Poka Airu Village is a spinoff installment in the Monster Hunter series developed by FromSoftware and published by Capcom for the PlayStation Portable It was released in Japan on August 26 2010 The word airou is the Japanese equivalent of felyne a fictional sapient cat species that appears in all of the Monster Hunter games The player gives orders to the felynes to progress to the end of quests instead of having direct control over them The game also uses a much more cartoonish art style as opposed to the realism seen in other Monster Hunter games More emphasis is placed on style and village management A few Hello Kitty items are also available in the game,Missing,nan,nan,nan,nan,nan,nan
1280966400,59374,Oretachi no Sabage Versus,[38],[5],Missing,Missing,Missing,nan,nan,nan,nan,nan,nan
1281484800,52209,Fly Fu,[9],[25],Missing,A sidescrolling beatemup with insect characters and a handdrawn  bugs graphical style,Missing,nan,nan,nan,nan,nan,nan
1280966400,52183,Dark Awake: The King Has No Name,[9],Missing,Missing,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1283212800,52157,Coconut Dodge,"[38, 39]",Missing,Missing,Help Clawrence dodge falling coconuts weave through airborne mazes and play beach ball keepyuppy to collect giant shiny treasures,Missing,nan,nan,nan,nan,nan,nan
1282176000,43013,Ferrari Challenge Deluxe,[9],[10],Missing,For over sixty years the Ferrari has been synonymous with speed excitement and glamour Now System 3 brings all the highspeed thrills and unrivalled style of Ferrari to the home console with Ferrari Challenge on the PS3  Players battle their rivals in a lifelike recreation of the Ferrari Challenge event from Mugello through to Monza and Spa in order to win the season and be crowned Champion Win access to a stable of stunning motors from the 250 GTO right the way through to the FXX  Players may also compete in the Practice Time Trial and Endurance modes race online against up to 16players and share their customized cars with other players from around the world  Developed in collaboration with Ferrari engineers and with vehicle handling dynamics tuned by Bruno Senna himself Ferrari Challenge is the most authentic and exciting nextgeneration racing experience that captures all the excitement and energy of the Ferrari Challenge,Missing,nan,nan,nan,nan,nan,nan
1282780800,42875,Project Cerberus,[38],[4],Missing,Tokita Shouji is seriously injured during a sudden monster attack Desperate to keep himself alive he traded vows with Ai a mysterious girl who could turn her partner into the Armit Cerberus through a process called Conception  The Armit is a something like an armor which gives wearer special powers such as speed sharp claws and attack force Meet and fight other Armits and discover the secret behind the odd Kusanagi organization that causes the monster attack that nearly killed you,Missing,0.0,0.0,0.0,70.0,1.0,0.0
1280966400,42864,Tales of Phantasia: Narikiri Dungeon X,[38],"[4, 9, 12, 15, 31]",Missing,Tales of Phantasia Narikiri Dungeon X is a RolePlaying game developed and published by Bandai Namco Games which was released in Japan in 2010 It includes Tales of Phantasia  Tales of Phantasia X,Missing,25.14,39.14,0.0,86.0,7.0,10.0
1283040000,42772,Ys vs. Trails in the Sky: Alternative Saga,[38],"[4, 31]",Missing,The game features a clash between Falcoms two main franchises Ys and Trails in the Sky with appearances by a cast of familiar characters from each of the two series  The games story mode is similar to those from the same fighting game genre The player follows a characters journey across several stages to meet and fight different adversaries until achieving that characters epilogue Unlike other games however the battles follows Ys Sevens overhead display of combat and giving the player a greater variety of combat capabilities unique to those of a RPG,Missing,nan,nan,nan,nan,nan,nan
1281052800,41863,Shin Megami Tensei: Persona 3 Portable - Collector's Edition,[38],[12],Missing,The Collectors Edition of Persona 3 Portable contains Shin Megami Tensei Persona 3 Portable 48 page artbook 6 postcards A3 sized poster,Missing,nan,nan,nan,nan,nan,nan
1281398400,22957,Red Dead Redemption: Legends and Killers,"[9, 12]",Missing,Missing,The Legends and Killers Pack adds to the epic Red Dead Redemption multiplayer experience with a ton of brand new features  including nine new active Competitive mode map locations tailored for multiplayer action 8 playable characters from Red Dead Revolver the devastating Tomahawk weapon and more,Missing,nan,nan,nan,nan,nan,nan
1281484800,20569,Carnivores: Dinosaur Hunter,"[9, 38, 39]","[5, 13, 15, 31]",Missing,Carnivores Dinosaur Hunter lets players explore huge nonlinear locations as they attempt to track down a variety of dinosaurs that are armed with some ferociously advanced AI As a result these are no peabrained dinosaurs  these are dangerous creatures that are able to see hear and sense the hunter If youre not careful its very easy for the hunter to become the hunted  With a series of different dinosaurs across varied distinct environments including pine forests muddy marshes and rolling hills how you approach your target is important Wind direction scent and the use of a special dinosaur call are all key elements in tracking your prey,Missing,nan,nan,nan,nan,nan,nan
1282176000,7270,Another Century's Episode: R,[9],[5],Missing,Missing,Missing,0.0,31.87,0.0,30.0,1.0,1.0
1282608000,4996,Martian Panic,"[5, 6, 48, 130]",[5],Missing,The Martians are coming and its up to you and your friends to stop them Battle a horde of loony Martian invaders in this 1 to 4 person shootemup game for the Wii Packed with nonstop action players will use a range of powerful weapons against a gang of colorful and comical enemy invaders Collect powerups and rescue helpless civilians to get high scores and earn achievements Visit a range of iconic locales from the drivein movie theater to the Great Pyramids of Giza Everything in the game is rendered in colorful comic book style with a retro 50s science fiction vibe,Missing,1.93,0.0,0.0,45.0,2.0,3.0
1282608000,4895,Grease,"[5, 9, 20]",[7],Missing,The Grease video game for Wii is a unique way for fans of the classic musical to sing and dance with friends and family alongside Danny Zuko Sandy Olsson The Pink Ladies and the TBirds Designed as a truly interactive experience the game supports the Wii Remote Wii compatible USB microphones and the Wii Balance Board Additional features include a Party mode full of minigames set within your favorite Grease moments a Story mode where you sing and dance to win the heart of Sandy and 16 songs made famous by the movie and stage production,Missing,1.0,0.0,0.0,50.0,2.0,2.0
1280793600,4809,Disney Sing It: Family Hits,"[5, 9]",[7],Missing,Tapping into both the past and the present Disney Sing It Family Hits features favorite songs from alltime classic Disney films including Cinderella Sleeping Beauty Mary Poppins and The Jungle Book as well as contemporary favorites from films like DisneyPixars Toy Story and Cars The Lion King Aladdin The Little Mermaid The Princess and The Frog and more Further immersing players in the moment the easy to follow karaoke gameplay is accompanied by full screen HD videos featuring montages as well as original footage from each of the Disney movies,Missing,0.0,0.0,0.0,0.0,0.0,0.0
1283212800,14543,BioShock 2: Minerva's Den,"[6, 9, 12, 14]","[5, 31]",The player assumes the role of Subject Sigma another Alpha Series Big Daddy as he travels through Minervas Den home to Raptures Central Computing,Minervas Den is a single player downloadable content for BioShock 2 This additional campaign is a selfcontained narrative experience that puts players in the role of another Alpha Series Big Daddy in a previously unexplored section of Rapture Minervas Den shows another vision of Rapture within Minervas Den a hightechnology center of the city and explores the backstory of the Thinker a supercomputer responsible for the control of many automatic devices and systems in the underwater utopia and its creator Charles Milton Porter,82.97090866839582,3.78,4.58,5.25,81.0,397.0,459.0
1282608000,40,Mafia II,"[6, 9, 12]","[5, 10, 31]",Missing,The storyline for Mafia II is a gritty drama and chronicles the rise of Vito Scaletta the son of Sicilian immigrants As the game progresses Vito joins the Falcone crime family and becomes a made man along with his best friend Joe Barbaro,81.86120436747706,12.1,15.92,31.62,80.0,1459.0,1857.0
1281398400,4986,Madden NFL 11,"[9, 12]","[13, 14]",Missing,Madden NFL 11 reenergizes the game of football with a fun and exhilarating experience to ignite the passion of every NFL fan Whether youre rekindling an old rivalry putting your spin on the best moments of 2009 or building the ultimate dynasty in Franchise mode Madden NFL 11 makes every day feel like Sunday Experience the passion for football shared by Gus Johnson and Cris Collinsworth as they call the action on the field Fight for fumbles design your own plays and feel what its like to be an NFL superstar with Madden NFL 11 the ultimate NFL experience on PlayStation Portable,79.85758734310733,19.41,0.0,20.0,70.0,23.0,6.0
1281398400,7448,Scott Pilgrim vs. the World: The Game,"[9, 12]","[4, 12, 25, 33]",Missing,Scott Pilgrim vs the World The Game is a sidescrolling beat em up game based on the Scott Pilgrim series Play as the cast who must battle through seven levels in order to defeat Ramonas seven evil exes Characters have their own individual movesets which can be expanded upon by gaining enough experience and are also able to use weapons The game has up to 4 person local multiplayer,75.89209319660681,4.29,7.4,13.04,78.0,125.0,92.0
1282089600,769,Lara Croft and the Guardian of Light,"[6, 9, 12, 34, 39, 130, 170]","[5, 8, 9, 31]",Missing,Lara Croft and the Guardian of Light is a platform action video game developed by Crystal Dynamics and published by Square Enix for Microsoft Windows PlayStation 3 Xbox 360 and iOS as part of the Tomb Raider series through digital distribution Unlike previous games in the series the game does not carry the Tomb Raider brand and has a heavy emphasis on cooperative gameplay In multiplayer players take the role as either Lara Croft or a 2000yearold Mayan warrior named Totec They must work together in order to stop the evil spirit Xolotl and retrieve the Mirror of Smoke A singleplayer campaign mode is available that does not include the nonplayable character AI following or helping Lara,74.68693842802251,6.25,8.2,16.66,74.0,344.0,463.0
1281571200,11600,Corpse Party BloodCovered: ...Repeated Fear,"[37, 38, 39]",[12],Missing,Corpse Party BloodCovered Repeated Fear is a survival horror adventure game in the Corpse Party series created by Team GrisGris The game is a remake of the PC game Corpse Party BloodCovered which in turn was a remake of the original Corpse Party game released in 1996 Several changes were made from the PC version such as enhanced background graphics inclusion of CG event artwork and professional voice actors,73.05294768237039,nan,nan,nan,nan,nan,nan
1282608000,7518,Shank,"[3, 6, 9, 12, 14]","[25, 32]",Missing,Shank is the cultclassic revival of the sidescrolling beatemup Play as Shank in an overthetop grindhouse game packed to the rim with enemies bosses combos and more by the awardwinning team at Klei Entertainment,73.0025621013088,3.09,4.41,10.17,69.0,312.0,531.0
1280880000,1147,Castlevania: Harmony of Despair,"[9, 12]","[8, 31]",Missing,Castlevania Harmony of Despair is a crossover platformadventure game that features a new map system which allows players to see the current quest maps entire setup as well as up to six players at once over Xbox Live The game was first leaked as an OFLCA Rating on May 27 2010 then officially announced for Xbox Live Summer of Gaming 2010 Later in the year the game was unveiled as a playable demo in the Konami booth at the E3 Convention of 2010,70.07800039369836,9.15,16.61,30.55,70.0,43.0,24.0
1282003200,488,Kane & Lynch 2: Dog Days,"[6, 9, 12]","[5, 31]",Experience 48 hours of hell With gamings most notorious criminals Kane and Lynch face consequences when a simple job gone wrong sets off a desperate and frantic struggle to escape the entire Shanghai underworld,Kane  Lynch 2 Dog Days is a raw and intense third person shooter designed to take players on an visceral story driven experience following two of gamings most disturbed criminals through the gritty Shanghai underworld Introducing a new visual experience the design of Kane  Lynch 2 Dog Days has been inspired by documentary filmmakers and the usergenerated content era  Every aspect of the game has been designed to deliver a fresh perspective to the words intensity and realism in videogames In Kane  Lynch 2 Lynch is now living out his days in Shanghai working with a British criminal called Glazer Glazer is the boss of a gang that left Europe in search of new ways to expand his criminal empire  This adult tale begins with Lynch accepting a deal to ship an assortment of munitions to Africa from China with a little help from his old friend Kane Ultimately things turn sour quickly and a bloodbath ensues Dark gritty and packed with action Kane  Lynch 2 Dog Days will have you on the edge of your seat right from the outset,67.75665828368227,4.09,5.33,10.0,57.0,375.0,429.0
1281916800,32856,League of Evil,"[6, 14, 34, 37, 39, 46, 48, 49, 82, 130]","[8, 32, 33]",Missing,League of Evil is an action game where you as a bionic super agent take on the mission to defeat the League of Evil Use your acrobatic skills to punch your way through levels filled with deadly traps and defeat your enemies The world is counting on you,63.0,0.99,4.17,6.88,60.0,4.0,7.0
1283212800,14757,Ace Combat: Joint Assault,[38],"[5, 13, 15]",Missing,Joint Assault retains the basic gameplay from its predecessor but with significant additions and alterations Aerial combat adopts a visual system called Enhanced Combat View to alter the perspective of enemy aircraft close to the player altering their size to make them appear much closer as a precursor to Dogfight Mode from Ace Combat Assault Horizon,59.85450156188642,6.64,7.05,66.6,66.0,20.0,21.0
1281398400,120314,Dragon Age: Origins - The Golems of Amgarrak,"[6, 9, 12]",[12],Missing,The Golems of Amgarrak is a DLC for Dragon Age Origins It was originally announced by BioWare on July 28th 2010 and was subsequently made available on August 10th Players can import their Wardens from Origins or Dragon Age Origins  Awakening or start a new level 20 character,55.04457664550732,nan,nan,nan,nan,nan,nan
1282608000,18395,Mafia II: The Betrayal of Jimmy,"[6, 9, 12]","[5, 10]",Missing,The Betrayal of Jimmy offers a more arcadelike gameplay while still maintaining the basic structure style and controls as Mafia II Players earn points for doing certain actions such as fast driving killing enemies and destroying vehicles In addition unlike the base game this DLC features online leaderboards,43.8377665322803,nan,nan,nan,nan,nan,nan
