,id,name,platforms,genres,summary,storyline,rating,main,extra,completionist,review_score,review_count,people_polled
22,106666,Arcade Archives: Omega Fighter,"[48, 130]","[5, 33]",Omega Fighter is a shooting game released by UPL in 1989 Use two kinds of Shots and a variety of items to defeat the enemies invading Earth and destroy their giant mothership As enemies are approached and destroyed your score increases in an intense shooting system that garnered many fans,Missing,Missing,,,,,,
23,106296,The Council: Episode 3 - Ripples,"[6, 48, 49]","[12, 31]",The Council is an episodic game that delivers a fresh new take on the narrative adventure genre Make hardhitting decisions develop an array of skills and directly impact how the story unfolds With permanent longlasting consequences there is no going back  Continue your adventure in The Council Episode 3 Ripples where plots are laid bare characters reach their breaking points and an unexpected terrifying truth is uncovered,Louis de Richet continues his investigations and adventures on Lord Mortimers island where he seeks his mother After endless intrigue Mortimer is finally starting to unveil his ultimate plan,Missing,,,,,,
24,106008,Train Sim World: Digital Deluxe Edition,"[6, 48, 49]",[13],Train Sim World Digital Deluxe Edition  by purchasing this bundle youll get the CSX GP402 upon release which enhances the Northeast Corridor New York experience by giving you a choice of freight locomotives to operate in Service Mode The CSX GP402 additionally features scenarios and Service Mode compatibility for CSX Heavy Haul PC only,Missing,Missing,,,,,,
25,105987,The Unknown City (Episode 1),"[6, 48, 49]",Missing,Missing,Missing,Missing,,,,,,
26,105930,Werewolf Pinball,"[6, 48, 49, 130, 167, 169]","[13, 30, 33]",The curse of the Werewolf its back in this Pinball survive the night and try to hunt him down,Missing,Missing,,,,,,
27,105507,Dream Match Tennis VR,[48],"[13, 14]",The first person viewpoint and simulated physics give the sensation of truly playing tennis The experience of holding a racket and hitting a ball  so difficult to capture on a TV screen in the past  has been fully realized in VR The movement rotation angle friction and bounce of the racket and ball are fully simulated and you can even freely perform things like topspin and slices which cause the ball to spin,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
28,105501,ACA Neo Geo: League Bowling,"[48, 49, 130]","[14, 33]",League Bowling is a bowling game released by SNK in 1990 You are able to select your dominant arm and ball weight using precise controls to play just like real bowling Choose from one of three modes REGULATION FLASH and STRIKE 90,Missing,Missing,,,,,,
29,105300,DayD: Through Time,"[6, 48, 49, 130]",[15],Want a dinosaur farm Well give you a time machine and a park to restore Journey into the past and deal with the villain,Missing,Missing,0.0,0.0,0.0,0.0,0.0,0.0
30,105269,Gene Rain,"[6, 48, 49]","[5, 12, 31, 32]",Gene Rain is a nextgen 3D third person shooter game The story is set in a futuristic world with a linear narrative structure and uses shocking visual effects to present a brand new world for the players  enjoyment,Missing,Missing,3.29,0.0,0.0,0.0,0.0,2.0
31,105122,ACA Neo Geo: The Super Spy,"[6, 48, 49, 130]",[33],The Super Spy is an action game released by SNK in 1990 Punch kick and use guns to fight off terrorists as you make your way through the building to rescue their captives Defeating enemies earns experience which can be used in a Role Playing Gamelike feature to level up,Missing,Missing,,,,,,
32,105118,Rekkr,"[6, 48, 49, 130]",[5],REKKR is a 4episode total conversion created by Matthew Little Revae with a full soundtrack created by Tom Jensen HexenMapper sound effects provided by TerminusEst13 additional textures by Chris Kassap lupinxKassman and additional mapping by Angry Saint Brayden Hart AD_79 Bzzrak Ktazzz Chris Kassap James Paddock Jimmy Jaws in Space SuperCupcakeTactics TerminusEst13 and Velcrosasquatch The mod is distributed as both a PWAD for Ultimate Doom or Freedoom since all content is replaced it does not matter which one and a standalone IWAD version,Missing,Missing,,,,,,
33,105021,VR Figure from Shining: Kirika Towa Alma,[165],Missing,Players can interact with and date Kirika the titular character and one of the heroines in Shining Resonance  In the Figure Viewing mode players can view Kirika for a range of angles using VR while the Event Viewing mode allows one to play through dating events,Missing,Missing,,,,,,
34,104993,ACA Neo Geo: Samurai Shodown V,"[6, 48, 49, 130]","[4, 33]",Samurai Shodown V is a fighting game released by SNK in 2003 Yoshitora Tokugawa Mina Majikina and more join the cast of twentyfour warriors New systems available include the Sword Gauge and Concentration One for even more swordswinging action,Missing,Missing,,,,,,
35,104965,Sword Art Online: Fatal Bullet - Betrayal of Comrades,"[6, 48, 49]",[12],SWORD ART ONLINE FATAL BULLET Downloadable Content 2 This DLC adds new stories characters weapons outfits and more  New stories and dungeons New Home Expansion System and ArFAsys Speech Patterns New characters Shirley and Clarence New bosses New weapons outfits accesssories hair styles and face styles  You and the group are in pursuit of the mysterious Copy ArFAsys As if copies of Zeliska Itsuki and Kureha werent enough it seems that there are now copies of Kirito and Asuna running around causing havoc as well Find the new dungeon and uncover the truth behind the Copy ArFAsys,Missing,Missing,,,,,,
36,104710,Johnny Turbo's Arcade: Two Crude Dudes,"[6, 48, 130]","[4, 25, 31, 33]",Play one or two mercenaries hired by the American government to stop the terrorist organization Big Valley Take control of postapocalyptic New York City away from the Big Valley terrorists,The year is 20XX A nuclear weapon combined with chemicals made by a mad scientist explodes in the city of New York turning many of the citys inhabitants into savage mutants willing to obey any command The scientist establishes an organization he calls Big Valley consisting of these mutants and many advanced military weapons He orders them to take the ruined city by force and refuse to let anyone enter Desperate the US government hires the help of two superpowered mercenaries to enter the city and eliminate the villains occupying it,Missing,,,,,,
37,96369,The Banner Saga Trilogy: Bonus Edition,"[48, 49]","[12, 16, 31, 32]",Weave your own thread through this epic Viking RPG adventure Guide your caravan across the landscape of a breaking world where the sun has stopped in the sky and the gods are dead Bold leadership decisions wise use of resources and skillful battle tactics are vital to ensure that you and your clans make it through alive Bonus Edition Includes   Banner Saga 123  Best of Soundtrack  Mini Art Book  Collectible Poster  Horn of Lichbaen InGame Item,Missing,Missing,,,,,,
38,96248,Mega Man X: Legacy Collection 1+2,"[6, 48, 49, 130]","[5, 8]",Mega Man X Legacy Collection includes the legendary 16bit titles and the series exciting foray into 32bits Mega Man X Mega Man X2 Mega Man X3 and Mega Man X4 The heroic robot grows stronger as he takes down Mavericks and steals their weapons and also has the ability to dash and wall jump for thrilling fastpaced combat Mega Man Xs mysterious friend Zero also joins the fray as a playable character later in this collection  Mega Man X Legacy Collection 2 also spans two gaming eras showcasing the evolution of the series with Mega Man X5 Mega Man X6 Mega Man X7 and Mega Man X8 A third playable character Axl joins the cast in Mega Man X7 and Mega Man X8 as the series jumps into a new realm of 3D character models and environments  In addition to eight iconic Mega Man X titles both Mega Man X Legacy Collection and Mega Man Legacy Collection 2 come with an armory of new features Test your Maverickhunting skills in the new X Challenge mode which pits players against two deadly bosses in a series of twoonone battles Think you can take down the slippery Chill Penguin and hulking Frost Walrus simultaneously Give it your best shot Additionally Mega Man X Legacy Collection includes a huge museum filled with rare production art catalogs of classic merchandise a playlist of nostalgic commercials and more The collection also includes an animated a prequel film starring the origins of Mega Man X villain Sigma,Missing,Missing,,,,,,
