first_release_date,id,name,platforms,genres,storyline,summary,rating,main,extra,completionist,review_score,review_count,people_polled
1466985600,17030,LEGO Star Wars: The Force Awakens,"[6, 9, 12, 14, 34, 37, 39, 41, 46, 48, 49]","[8, 9, 25, 31]",Missing,LEGO Star Wars The Force Awakens takes players deeper into the new film than any other game with all of the heroic characters from the movie including Rey Finn Poe Dameron Han Solo Chewbacca C3PO and BB8 as well as Kylo Ren General Hux and Captain Phasma while also exploring iconic Star Wars locales such as Jakku and Starkiller Base  This game introduces new gameplay features including the enhanced MultiBuilds system where players can choose from multiple building options to advance the game Gamers will be able to engage in intense new Blaster Battles for the first time utilizing surrounding environments to drive back the First Order Fans can also experience the thrill of highspeed flight gameplay through arenabased battles and dogfights in space while utilizing a multitude of vehicles along the way including the legendary Millennium Falcon,66.22474625028073,9.16,17.1,31.31,70.0,243.0,368.0
1465257600,11221,The Solus Project,"[6, 48, 49, 163, 165]","[13, 31, 32]",Missing,A single player exploration and survival experience played in first person and developed in Unreal Engine 4 Set on a mysterious and uninhabited alien planet  With Earth on the brink of destruction as mankinds last hope and stranded on a deserted alien planet the player has to survive the harsh environment and find a way to send a signal back home  Confronted with merciless weather and danger lurking around every corner the player must save the human race while unraveling the deep secrets of the seemingly deserted alien civilization Is he truly alone,66.19338959452094,14.61,19.04,32.64,60.0,14.0,23.0
1465776000,19553,Trials of the Blood Dragon,"[6, 48, 49]","[5, 8, 10, 33]",2019  NOW In a world where Blood Dragons beasts of unknown origin roam free In a time where the future is not what it used to be theres a man No wait Theres a boy and a girl Yes a boy and a girl They are Roxanne and Slayter the offspring of the legendary Rex Power Colt Theyre as tough as their father as smart as their mother and the best there ever was at being the best 12 years on from Vietnam War 2 theyre going to Vietnam War 4 to save the day save freedom and save the world,Trials with a storyline gives you 30 missions across 7 different worlds in a full narrativedriven adventure a cast of colourful characters and a selfcontained story set 12 years on from the events of Far Cry 3 Blood Dragon,65.1588674012305,3.2,4.82,7.26,65.0,57.0,76.0
1466035200,19798,Root Letter,"[6, 46, 48]","[12, 15, 31, 34]",Missing,Root Letter stylized Letter is a visual novel adventure video game that is developed and published by Kadokawa Games as the first title in their Kadokawa Game Mystery brand In the game the player must figure out what happened to the character of Aya a girl who mysteriously vanished after receiving a particular letter The gameplay will be split into two distinct parts the adventure part where the player interrogates characters who knew Aya in order to find more information about her and the simulation parts where the player relives and plays through prior interactions with Aya,61.99231251616709,8.6,13.32,13.82,64.0,67.0,104.0
1464912000,17994,Hard Reset: Redux,"[6, 12, 48, 49]","[5, 31, 32]",The world as we know it ceased to exist Humanity is at the verge of extinction living in the last closed city of Bezoar Mankind wages war against the machines controlling vast areas of what became the Barrens Machines want to control and assimilate The Sanctuary a network that holds billions of digitalized human minds Our hero Maj Fletcher is a soldier of CLN  a corporation combat unit established to protect the city Machines are constantly assaulting the walls of Bezoar Fletcher moves in when Bezoars protective barrier is breached,The acclaimed FirstPerson Shooter returns fully upgraded and more beautifully challenging than ever Hard Reset Redux is a brand new version of the cyberpunk classic that includes all the content of previous editions and adds new improved gameplay enhanced visuals and additional content to make this the Definitive Edition of Hard Reset  Hard Reset Redux is an actionpacked and hardcore singleplayer shooter which embraces the best qualities that the genre has it offer It includes overthetop destruction loads of enemies great weapon variety a challenging campaign and a beautifully realized cyberpunk setting Having been originally developed to shakeup the shooter scene on PC Hard Reset now returns to do it again on a new generation of hardware,60.10852437885536,nan,nan,nan,nan,nan,nan
1467244800,32302,HardCube,"[3, 6, 14, 48, 49, 130]","[8, 9, 31, 32, 33]",Missing,This arcade platformer for all hardcore lovers of toys Simple and addictive time killer with lots of interesting setting in which a lot of different levels and worlds Nice graphics eye accompanying soundtracks gameplay and online rankings,60.0,1.08,0.0,1.22,57.0,6.0,7.0
1466380800,19532,Fallout 4: Contraptions Workshop,"[6, 48, 49]","[5, 12, 31]",Missing,Contraptions Workshop is the downloadable content DLC for the 2015 game Fallout 4 It focuses completely on the workshop feature It adds a number of new world objects and the ability to create machines and other machinery to create a factories,59.75522214082599,0.77,0.73,0.81,53.0,18.0,15.0
1466467200,5327,Mighty No. 9,"[3, 6, 9, 12, 14, 37, 41, 46, 48, 49]","[5, 8, 31, 33]",In the year 20XX  breakthroughs in robotic technology have ushered in a new era of peace  prosperity  Violence is confined to the Battle Coliseum where robot combatants face off in spectacular duels  Dr White created 9 robot siblings known as the Mighty Numbers who were the most popular and powerful team of robots in the Battle Coliseum and always in the top ranks  But during one competition there was a cyber attack infecting them with a computer virus causing them to become crazed and rampant,Mighty No 9 is a Japanese 2D Sidescrolling Action game that takes the best elements from 8 and 16bit classics that you know and love and transforms them with modern tech fresh mechanics and fan input into something fresh and amazing  You play as Beck the 9th in a line of powerful robots and the only one not infected by a mysterious computer virus that has caused mechanized creatures the world over to go berserk Run jump blast and transform your way through twelve stages using weapons and abilities stolen from your enemies to take down your fellow Mighty Number robots and confront the final evil that threatens the planet,57.32429888472361,5.08,8.25,13.18,53.0,117.0,131.0
1465257600,24373,The Sims 4: Dine Out,"[6, 14, 48, 49, 167, 169]","[12, 13, 15]",Classic diner or upscale Italian bistro Build your dream restaurant from the ground up or customize premade restaurants using new objects and décor Personalize your space with comfy booth seating unique signage or outdoor seating for al fresco fun  Hire the best and fire the rest Choose uniforms set the menu and prices and chat up diners to boost customer satisfaction Aim for a fivestar rating or build a multirestaurant empire to really rake in the Simoleons  Take your Sims out to enjoy a delicious meal Catch up with friends over brunch spend time with family or treat your Sims to a romantic date without having to do the dishes  Adventurous Sims can dig into new experimental cuisine that looks as good as it hopefully tastes Serious foodies can snap food selfies to memorialize these edible masterpieces Plus dine out enough and your Sims will learn to cook these dishes at home,Own a restaurant and take your Sims out to eat with The Sims 4 Dine Out a game pack for The Sims 4 Create and manage a variety of restaurants hire staff and set the perfect menu to earn a profit and expand your business Dine out with Sims to enjoy allnew experimental cuisine and spend quality time with friends and family,57.00793281659529,0.0,10.0,0.0,10.0,1.0,1.0
1466035200,82417,Tour de France 2016,"[48, 49]","[10, 14, 33]",Missing,Embody the greatest cycling champions competing to conquer the yellow jersey along the 21 official stages of a Tour de France 2016 packed with exciting new features Experience the emotions of a prorider by attacking sprinting counterattacking picking the best trajectories and taking the best tactical decisions to lead your teammates to victory Take to the road in solo compete against your friends or play in coop on the same screen,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1464825600,31988,Mahluk: Dark demon,"[6, 39, 48, 130]","[8, 12, 25, 31, 32, 33]",Missing,Mahluk is a hack and slash platformer game with pixelart style graphics and retro style addicting gameplay,50.0,0.0,0.0,0.0,0.0,0.0,0.0
1466035200,31978,Valentino Rossi the Game Compact,"[6, 48]","[10, 13, 14]",Missing,Valentino Rossi The Game Compact enables you to choose all the official riders teams and tracks in the 2016 MotoGP season,50.0,nan,nan,nan,nan,nan,nan
1465430400,19804,Ducati: 90th Anniversary - The Official Videogame,"[6, 48, 49]","[10, 13, 14]",Missing,Ducati  90th Anniversary The Official Videogame comes from the creators of RIDE and Ducati passion itself and is a true spinoff entirely dedicated to the historic Ducati brand and presenting ninety years of motorcycle legends in a spectacular and exciting videogame  The latest title from Milestone Studios boasts extensive content The bikes themselves of course with 39 different Ducati models included in the game 29 of which have never before been seen in this context divided into 7 eras from the 1950s to the latest highperformance Bolognabuilt bikes You can race with the legendary 125 Desmo 1958 or with the 500 Pantah 1970 the beautiful 750 F1 1980 but also with the first Monster 900 1990 or the various evolutions of the naked par excellence such as the highperformance Monster S4RS Tricolore The Superbikes had to be incorporated of course and include the 848 2000 and the highly exclusive 1199 Panigale Superleggera 2014 as well as the Desmosecidici GP15 ridden by Andrea Doviszioso and many Ducati production milestone models,50.0,nan,nan,nan,nan,nan,nan
1464912000,19851,Anima: Gate of Memories,"[3, 6, 14, 48, 49, 130]","[12, 31]",Missing,Anima Gate of Memories is a third person action RPG that tells the story of two beings bound by an unwilling pact an ancient monster and a girl who lost her past Anima is mostly focused on combat and exploration but it also has deep roleplaying elements,44.82456140350877,17.92,23.36,28.14,65.0,20.0,28.0
1466467200,12530,Umbrella Corps,"[6, 48]","[5, 15]",Umbrella Corporation a ruthless international pharmaceutical company had been known for its genetic experiments and biological weaponry that led to worldwide devastation including the infamous Raccoon City incident Although the organization was brought down in 2003 its legacy of bioterrorism continued In the present day corporations with nebulous interests in bioweaponry have hired squads of special forces for experimental battles in restricted virusinfected areas against other mercenaries,Umbrella Corps is an online multiplayer game set in the Resident Evil universe This fastpaced thirdperson shooter features quick and intense matches in compact battle zones themed from historic Resident Evil environments such as an Umbrella Facility map,39.95553559155329,4.44,4.76,12.0,33.0,25.0,20.0
