first_release_date,id,name,platforms,genres,summary,storyline,rating
1567036800,123451,Star-Crossed Myth: The Department of Punishments,[130],"[31, 34]",It all started with a sin Your love story with the frighteningly beautiful gods of the stars  Contains the routes of  God of Libra Zyglavis  God of Scorpio Scorpio  God of Aries Krioff  God of Virgo Partheno  God of Gemini Dui  God of Pisces Ichthys,The lights of Tokyo blot out the stars One night you happen to notice a star sparkling in the heavens Suddenly the beautiful gods of the stars appear before you These gods however have sinned Theyve been thrown out of heaven Youre the only one who can erase their sins  The gods have everything except for love Love blooms as you spend your days together but that love is a forbidden one a love that could change the world,Missing
1567036800,123450,Star-Crossed Myth: The Department of Wishes,[130],"[31, 34]",The tale of the frighteningly beautiful gods of the stars The lights of Tokyo blot out the stars One night you notice a sparkling star and the beautiful gods of the stars appear Weve been looking for you Your wishes have granted you a profound love story Discover their celestial beauty  Contains the routes of  God of Leo Leon  God of Cancer Karno  God of Aquarius Huedhaut  God of Taurus Teorus  God of Capricorn Aigonorus  God of Sagittarius Tauxolouve,The lights of Tokyo blot out the stars One night you happen to notice a star sparkling in the heavens Suddenly the beautiful gods of the stars appear before you These gods however have sinned Theyve been thrown out of heaven Youre the only one who can erase their sins  The gods have everything except for love Love blooms as you spend your days together but that love is a forbidden one a love that could change the world,Missing
1567123200,123446,SpaceColorsRunner,[130],[33],SpaceColorsRunner is an Arcade game in which you have to be extremly vigilant,Missing,Missing
1564704000,123375,Our Flick Erasers,[130],"[9, 33]",Relive memories of playing with friends in school,Missing,Missing
1565308800,123363,Neverlast,"[48, 130]","[4, 5, 31]",Stop the demon invasion by destroying the three runic portals before its too late in this fast action firstperson fantasy game,Missing,Missing
1565913600,123331,Instant Sports,[130],"[14, 33]", 6 sports  tennis goal keeper bowling baseball rafting and hurdle race  20 characters to customise name outfit accessories hair  Varied game modes single player or multiplayer with up to 8 players  18 playable environments and tons of items to unlock,Missing,Missing
1565654400,123307,Escape from the Universe,[130],"[5, 33]",Its year 104 of Universal Galactic Calendar after the destruction of the Earth human survivors are scattered all over the universe trying to persevere in the hostile environment of the wartorn outer space,Missing,Missing
1565827200,123302,Cryogear,"[6, 48, 49, 130]","[5, 8, 12, 32]",Cryogear is a unique Metroidvania inspired Pixel Art platformer set in an open scifi world and driven by rewarded exploration Control the reprogrammed clone G34R as he discovers the world learns new abilities and unveils the mystery of the Emperor AI,Missing,Missing
1566604800,122906,Deadly Fighter 2,[130],[4],The worlds largest fighting contest is back No ranking no rules only dead or alive Who is the strongest fighter on the earth Plunge into epic combat sequences rendered in astonishingly lifelike detail Journey through four different locations Choose your fighter unlock buy and upgrade boosts Every Press Matters,Missing,Missing
1564704000,122869,Burger Chef Tycoon,"[49, 130]","[9, 13, 15, 31]",Like going out to town for a snack Everybody does,Missing,Missing
1566950400,122867,Brunch Club,"[6, 48, 49, 130]","[15, 33]",A 14 Player cooperative and competitive physics based food frenzy party game Working together and communication is key to getting the best times on the leaderboards,Welcome to Brunch Club A 14 player food fight frenzy with a seasoning of pop culture Work together to complete a selection of delicious challenges but watch out we didnt make this easy Test your ability to remain calm in the kitchen with your friends and be prepared to try try and try again  Order a side of arcade action with a range of mini games from two player versus mode in Face Off to building bridges in Five Second Rule keeping your food off the dirty surfaces,Missing
1565308800,122792,#RaceDieRun,[130],"[10, 14, 33]",RaceDieRun is an arcade racing game in which you pilot extremely fast ships Easy controls meet a challenging gameplay in a Race that perfectly executes the easy to learn hard to master saying You will Die many times But you will want to improve repeat Run and gain a huge satisfaction from it,Missing,Missing
1567036800,122723,Invasion of Alien X: Earth in Crisis,[130],[5],Aliens are on a terrifying Earth Invasion Tour,Missing,Missing
1566432000,122536,Farm Mystery,[130],"[9, 31]",The Happy Orchard Farm is trapped in a nightmare People are disappearing into the mist that surrounds the town at night in this Farm Mystery Its up to you to solve the chilling case of this haunted place Search for clues solve puzzles and play minigames to uncover the secrets of the Happy Orchard nightmare Will you solve the Farm Mystery,Missing,Missing
