first_release_date,id,name,platforms,summary,genres,rating,storyline
1283817600,954,NHL 11,"[9, 12]",Celebrating its 20th year the franchise that captured 22 Sports Game of the Year awards has raised the bar yet again with NHL 11 Powered by an allnew RealTime Physics Engine NHL 11 lets you create highlight reel moments as you experience adrenalinepumping NHL action with bigger hits broken sticks and faster dangles Whether youre beginning your career in the Canadian Hockey League dominating rivals in the EA SPORTS Hockey League or assembling Hockeys Ultimate Team any moment can be a WOW moment with NHL 11,[14],79.93027906493269,Missing
1284940800,2250,DeathSpank: Thongs of Virtue,"[3, 6, 9, 12, 14]",In his travels DeathSpank has brought justice to the downtrodden faced the riddle of bacon and defeated evils so horrible they would make just plain evil lose its lunch DeathSpank Thongs of Virtue is a hilarious adventure full of violence sorcery and warmetaphors And its fun Remember fun You hit things with swords blow things up with magical bazookas zap foes with Tesla Rods or chuck Fire hand grenades at their big stupid dumb heads   Featuring the trademark humor found in the original Thongs of Virtue centers on DeathSpanks journey through a massive wartorn land explore the North Pole and the high seas to locate the mystical thongs to bring peace and harmony to the universe,"[12, 25, 31, 32]",79.61846756682368,Missing
1283904000,111,Amnesia: The Dark Descent,"[3, 6, 14, 48, 49]",Amnesia The Dark Descent is a survival horror video game by Frictional Games The game features a protagonist named Daniel exploring a dark and foreboding castle while trying to maintain his sanity by avoiding monsters and other terrifying obstructions The game was critically well received,"[9, 31, 32]",78.5712980338999,The game set in 1839 casts the player in the role of Daniel a young man from London who awakens in the dark halls of Prussian Brennenburg Castle with little to no memory about himself or his past All he can remember is his name that he lives in Mayfair and that something is hunting him Shortly after waking Daniel finds a note written by himself that explains how he purposely made himself forget his past because he couldnt handle losing his innocence so he wanted to forget it all The note urges Daniel to descend into the castles Inner Sanctum and murder a man named Alexander  the baron of the castle The note gives a final warning that a living nightmare is chasing him and Daniel must escape it for as long as he can because there is no way to fight back
1285113600,1375,F1 2010,"[3, 6, 9, 12]",BE THE DRIVERLIVE THE LIFE  Experience the exclusive world of FORMULA ONE like never before  Discover what its like to sit behind the wheel of the worlds greatest cars as you race wheel to wheel on all 19 circuits from the 2010 FIA FORMULA ONE WORLD CHAMPIONSHIP calendar beautifully realised and in full HD  Prove yourself worthy of being the teams number 1 and gain the ability to direct the development of your car Work with your Race Engineer to customise a huge range of vehicle variables and eek every last ounce of performance from the car or leave the detailed decisions to your experienced support team and head straight out onto track  Master the iconic twisting streets of Monaco thrill at the high speed of Monza and overcome the challenge of a floodlit nightrace at Singapore to beat your rivals and take the FORMULA ONE crown in one of the most beautiful and involving racing games to date  Make your own career choices starting at the bottom and working your way up the ranks or stick with your favourite team and lead them to glory Impress other teams by beating legendary drivers such as Schumacher Hamilton Button and Alonso Interact with the media to raise your profile and press your point home then negotiate contracts with new teams via your Agent,"[10, 13, 14]",77.57053387204125,Missing
1285632000,7093,MySims SkyHeroes,"[5, 9, 12, 20]",Take to the sky to lead the resistance against Morcubus and his drone army and to stop his plans to take over the skyways MySims SkyHeroes is an all new adventure that brings the thrill and high speed action of flying to the creative immersive world of MySims Go from unknown pilot to celebrated hero as you defeat dangerous enemies in aerial dogfights test your reflexes in fastpaced speed challenges and take on massive enemy bosses that demand all your skill as a pilot to survive As you progress you build customize and tune your aircraft to give you an edge in combat  upgrade your wings for swifter maneuvers switch out your engine for a speed boost or change the paint job to camouflage your plane and avoid enemy fire Face Morcubus drones with an ally in splitscreen cooperative gameplay or take the game online to challenge your friends in fun competitive 10player high speed action Morcubus and his drones must be stopped will you rise to the challenge,[13],75.0,Missing
1284422400,4968,Legend of the Guardians: The Owls of Ga'Hoole,"[5, 9, 12, 20]",A companion game to the upcoming Legend of the Guardians The Owls of GaHoole theatrical release this videogame will take players on an amazing adventure as they customize their very own Guardian owl and experience an airborne adventure like never before Take on the role of a young Guardian and set out on a secret mission to uncover a new threat to the owl kingdom Fly race fight off enemies string together combos and battle epic bosses throughout the mystical and magical world of GaHoole,"[4, 13]",75.0,Missing
1285286400,2629,Guitar Hero: Warriors of Rock,"[5, 8, 9, 12]",Guitar Hero Warriors of Rock features more than 90 tracks that include guitar shredding hits from bands such as Black Sabbath Megadeth and Slipknot and larger than life anthems from Queen Muse and KISS  The sixth full title in the original playalong rock  roll series Warriors of Rock takes Guitar Hero virtual virtuosos on a journey of metalinspired fantasy In the games Quest mode players lead eight individual characters to transform into heroic warriors in a realm of studded black leather and dark gothic undertones Characters use their individual special abilities to complete rock performance challenges and move the story forward toward an ultimate battle that will determine the fate of the Demigod of Rock and indeed rock  roll itself  Warriors of Rock hits retail shelves with the largest outofthebox playlist yet in the Guitar Hero series boasting a total of more than 90 tracks from artists including Black Sabbath Kiss Megadeth Anthrax Def Leppard and Soundgarden Hits by artists such as Dire Straits The Cure Queen and The Rolling Stones are also featured A Quickplay option allows players instant access to the Rock Warrior characters special powers outside of the Quest campaign and players can perform any combination of guitar bass drums and vocals in Party Play and other familiar Guitar Hero modes  The initial retail release of the PS3 version of the game is also available in an edition bundled with a hardrock themed guitar controller or in a Complete edition that includes a microphone and guitar bass and drum controllers,[7],74.71533880763387,Missing
1285804800,4650,Pro Evolution Soccer 2011,"[6, 9, 12]",Pro Evolution Soccer 2011 officially abbreviated as PES 2011 and known as World Soccer Winning Eleven 2011 in Japan is a football video game in the PES series being developed and published by Konami with production assistance from the Blue Sky Team  The game was announced on 9 February 2010 and is set to be released on the 30 September 2010 on the PC PS3 and Xbox 360 to once again compete with the FIFA series However the UK version of the game will be released on 8 October 2010  Both the UEFA Champions League and UEFA Europa League will feature within the game like last year and for the first time Copa Libertadores will be fully licensed  The first trailer was released on 4 May 2010 found here  As of 18 August 2010 the game was announced as 80 complete For the first time the demo will be based on the final code 100 game complete,"[13, 14]",74.62379072263752,Missing
1285286400,496,Dead Rising 2,"[3, 6, 9, 12, 48, 49]",As Chuck Greene you have 72 hours to save your infected daughter clear your name and survive the hordes of hungry zombies before the military comes in and nukes the city To ensure your survival you can combine everyday objects to create numerous deadly combo weapons and slaughter the ravenous zombies Dead Rising 2 its where Creativity Kills,"[25, 31]",73.54803976491587,Missing
1285632000,503,FIFA Soccer 11,"[6, 9, 12]",The bestselling and most criticallyacclaimed football game of all time returns for a new season and its still on top form A completely new game and graphics engine brings with it a whole new level of realism and control as well as a host of new features demanded by the fans  The worlds premier football sim goes up a league Create your own custom chants to play online Players are modelled more realistically than ever Fight for possession with the new 360 degree collisions The FIFA games are already renowned for their depth and accuracy but the new Pro Passing controls bring the onscreen action even closer to the real thing Combined with improved mantoman interactions this not only looks like football it plays like it too with all its subtlety and intricacy  Its not just the onpitch action thats been improved though as the new career mode ensures the most comprehensive player manager simulation ever seen in a sports game With new player models and body types new customisations options and new online modes this is the ultimate version of the ultimate football game,"[13, 14]",73.30969546592682,Missing
1283817600,553,Spider-Man: Shattered Dimensions,"[6, 9, 12]",SpiderMan Shattered Dimensions blends together the many alternate universes of the worldfamous webslinger with four unique takes on SpiderMans history in comics In the game SpiderMan attempts to retrieve a piece of a tablet thats been scattered across multiple parallel dimensions and in doing so he crosses over to storylines famous to comic book aficionados as variant tellings including The Amazing SpiderMan SpiderMan 2099 SpiderMan Noir  Ultimate SpiderMan of the SpiderMan mythology,"[8, 31]",71.7595771964938,Missing
1283817600,1378,R.U.S.E.,"[6, 9, 12, 14]",RUSE is a oneofakind realtime strategy game that allows players to bluff their enemies to lead their nation to victory controlling the action using views that range seamlessly from the heart of the battlefield to the full theatre of war Players will be plunged into the action thanks to the exclusive IRISZOOM engine which offers an intuitive interface that allows for smooth rapid transitions from a birdseye view of the entire conflict down into the heat of the battle and vice versa  In RUSE your brain is your ultimate weapon as you fight a war of perception where your ability to deceive and mislead your enemy determines success A first in a strategy game RUSE reinvigorates the genre by using deception to give newfound depth to the gameplay,"[11, 15, 24]",70.17878291649754,RUSE takes place during World War II The game contains a single story arc portrayed through the perspective of Joseph Sheridan of the United States Army Sheridan a Harvard dropout joins the US Army and eventually assumes control of the First Armored Division The game opens in 1945 as General Sheridan liberates Colditz Castle to free an undercover operative code named Nightingale who knows the identity of an Axis informer code named Prometheus Sheridan then reminisces to 1943 when he was a Major during the Allied North African campaign when leaked information led to devastating Allied losses at the Battle of Kasserine Sheridan meets British intelligence officer Colonel Andrew Campbell and working together in spite of Sheridans inept commanding officer General Weatherby they are able to turn the tide of battle Sheridan is promoted to Lieutenant Colonel for his efforts  In 1943 Sheridan takes part in the Battle of Monte Cassino and while he disobeys Weatherbys direct orders to confuse German intelligence Sheridan is able to push the Germans back and open up the road to Rome Sheridan is promoted to General and meets Kate Garner an attaché from the American War Office At a victory party Campbell remarks that the Germans are not fully defeated yet and that Sheridan is turning into Weatherby now that he has been promoted  In 1944 Sheridan is in command of US troops landing at Utah beach on DDay with Weatherby in command of Omaha beach Sheridan is able to secure a beach head and defend it against counterattacks despite Weatherbys inability to secure Sheridans flank The operation in Normandy is hampered by inaccurate information given to Campbell by the French resistance this along with remarks from Kate strains Sheridan and Campbells friendship  Later that year Sheridan is placed in command of forces in Operation Market Garden and Weatherby is discreetly placed in command of forces in reserve After an exchange between Campbell and Kate Campbell remarks that he cannot offer the same incentives as Kate and states that he will request a transfer Despite Kates insistence that Joe has outgrown Campbell Joe is still clearly bothered by the British Officers departure  Despite deeply inaccurate information on Axis forces in the area Sheridan is able to keep The Highway to Hell open However the British forces at the final bridge to be secured are forced to surrender thus ending Market Garden as a failure Kate leaves for Washington DC for a new promotion leaving Joe feeling sorry for himself  Three months later Sheridan and Campbell meet on the Belgian front and the two make amends with Sheridan apologizing and telling Campbell that he was right and that they should have listened to Campbell With Campbells help Sheridan manages to hold onto the key city of Bastogne during the Battle of the Bulge During the siege General von Richtor a German general who gave Sheridan much trouble in the past personally requests Sheridan surrender He reveals that the Germans have received orders not to take prisoners of war any more but despite this offers to guarantee the safety of Sheridan and his men if they surrender honorably Sheridan refuses only demanding to know how an honorable man like von Richtor could serve the Axis After pushing back the German offensive Sheridan and Campbell interrogate General Von Richter upon capturing him Learning that only the head of the German Intelligence Service the Abwehr Admiral Canaris knew the identity of the spy Prometheus but the Admiral had been arrested for plotting to kill Hitler  Returning to the present Sheridan Campbell and the undercover agent Angie head for Torgau on the Elbe to supposedly meet up with the Soviets However the meeting turns into a race to reach the secret weapons research facility in Torgau before the Russians do In order to avoid a diplomatic incident Sheridan receives help from an unlikely ally General Von Richtor who also does not want the weapons to end up in Soviet hands Under the cover of Von Richtors German troops Sheridan and his men reach the weapons facility in the Soviet zone and destroy it In the process Sheridan learns Prometheuss is his former attaché Kate Garner It is revealed that Kate had not only been giving intel to the Germans on the American forces but that she also had been giving intel to the Soviets on German weapon research The weapons in question are long range V2 Rockets equipped with nuclear warheads Despite having destroyed the research facility Sheridan learns that Kate had already moved several rockets to another location  Sheridan and Campbell prepare to attack Kates base and destroy the weapons but are forced to rethink their strategy when Joe receives a warning from Kate that she will use the V2 rockets if they continue to provoke her Sheridans assures Kate that he wont back off and Kate simply responds that Sheridan will be rolled over by the modern world as communism will be inevitably victorious Good news arrives when the Soviet Government declares the 8th Guards Army the branch of the Soviet military Kate was working with is an extremist renegade faction and Allied Commander General Eisenhower orders a full scale assault on Kates base With the help of some newly developed nuclear equipped artillery Sheridan manages to destroy Kates base destroying the German nuclear warheads and killing Kate in an atomic blast At the end Sheridan expresses his wish to take a vacation and see Europe without the bullets
1284508800,192113,Sonic Adventure,"[6, 9, 12]",Sonic Adventure is an HD port of Sonic Adventure DX Directors Cut This version was released on Xbox Live Arcade and PlayStation Network Some features of Directors Cut didnt make it to this port like the playable character Metal Sonic and the additional 60 missions These features were available as DLC,[8],70.1048757574948,Doctor Robotnik seeks a new way to defeat his longtime nemesis Sonic and conquer the world During his research he learns about an entity called Chaosa creature that thousands of years ago helped to protect the Chao and the allpowerful Master Emerald which balances the power of the seven Chaos Emeralds When a tribe of echidnas sought to steal the power of the Emeralds breaking the harmony they had with the Chao Chaos retaliated by using the Emeralds power to transform into a monstrous beast Perfect Chaos and wipe them out Before it could destroy the world Tikal a young echidna who befriended Chaos imprisoned it in the Master Emerald along with herself Eggman releases Chaos and Sonic and his friends must act against Eggmans plans and prevent the monster from becoming more powerful
1284422400,7809,Cabela's North American Adventures,"[5, 8, 9, 12, 38]",Cabelas North American Adventures introduces fresh touches that hunters will appreciate including a custom gun builder that allows players the ability to create thousands of gun options with a variety of receivers stocks barrels and scopes The game also capitalizes on the popularity of hunting shows and online videos by adding a cameraman into gameplay  to get compelling footage hunters need to be at their best Also for the first time in franchise history up to four friends can hunt together online at once Xbox 360 and PlayStation 3 Once the hunt is done friends can share their scores through online leader boards for bragging rights,"[5, 13, 14, 31]",70.0,Missing
1284940800,14847,Blade Kitten,"[6, 9, 12]",Kit has since made a name for herself rounding up some of the most deadly scum in the galaxy With her unique Darque Blade hovering at her side and obeying her every command Kit can cut through even the toughest rogue drone while hunting down soft targets to make the planet a safer place to live Also along for the ride is Skiffy Kits laidback little sidekick who when needed serves as her protector,"[8, 31, 33]",69.84793211167856,Missing
1283817600,17464,Dragon Age: Origins - Witch Hunt,"[6, 9, 12, 14]",The final piece of DLC for Dragon Age Orgins  Never follow me With these words Morrigan vanished into the shadows Her plans and her whereabouts have remained a mystery until now But whether you seek answers revenge or reconciliation with your lost love you may find more than you bargained for,"[12, 31]",69.64434899816128,The dreaded Archdemon has been slain and the advance of the darkspawn halted by a lone heroic Grey Warden The kingdom rejoices but at least one question remains what happened to Morrigan The sorceress joined the Wardens cause but it is said her true purpose was not revealed until the eve of the last battle She vanished into the shadows and while rumors claimed she crossed over the mountains into Orlais no trace of her path could be found She was never heard from again until now Nearly a year has passed since the Archdemons death and word has reached the Wardens that Morrigan has returned to Ferelden She has been sighted in the southern wilderness where she was first encountered Is it truly her If it is then why is she here and what secret does she carry with her The Warden heads into the forest to find out and tie up this last loose end once and for all
1285113600,9962,Alien Breed 2: Assault,"[3, 6, 9, 12]",Can you survive the alien onslaught Alien Breed 2 Assault is the second chapter in the Alien Breed series and is an explosive science fiction arcadeshooter with an epic story swarms of highly intelligent alien enemies highimpact weaponry highly detailed and rich environments developed using Epic Games Unreal Engine 3 Take control of the hero Conrad the ships Chief Engineer and continue your fight for survival across the fatally damaged space vessel against a ruthless assault by an alien horde Your only hope relies on reigniting the alien space crafts monstrous engines to rescue you from impending annihilation Deep inside the bowels of the unfamiliar craft and with time rapidly running out ready your weapons and begin to claw your way through the darkness in a fight for survival But you are not alone The ship is home to the carnivorous alien horde and something else  something yet to reveal its true intentions  something biding its time In addition to the thrilling singleplayer campaign and all new survivor modes the game also offers relentless actionpacked twoplayer online cooperative battle modes,"[5, 31, 33]",68.0168944474153,Missing
1285632000,13916,Borderlands: Claptrap's New Robot Revolution,"[6, 9, 12]",Claptraps New Robot Revolution is DLC for Borderlands,"[5, 12]",67.96269199656561,Missing
1284595200,1508,Front Mission Evolved,"[6, 9, 12]",The first of its kind in the series FRONT MISSION EVOLVED is an actionpacked ThirdPerson Shooter and the next instalment in the classic FRONT MISSION franchise Players will take full control of the Wanzer a massive humanoid fully customizable war machine in single player campaign and online multiplayer  Featuring Hollywood style production values and a totally immersive storyline players are thrust deep into a swirl of destruction conspiracy and crumbling alliances and battle through intense combat situations as man strives to create the ultimate humanoid fighting machine in a war against terror,"[5, 13]",63.95021604121085,The game is set in the year 2171 50 years after the events of Front Mission 5 Scars of the War During the 22nd century the worlds superpowers look towards space for expansion and began constructing large structures called orbital elevators With an increasing number of surveillance satellites and spacebased technologies being developed a Cold Warstyle atmosphere sets in as the supranational unions used these technologies to watch over their adversaries on Earth  The plot of Front Mission Evolved revolves around USN engineer Dylan Ramsey As an engineer for the weapons developer Diable Avionics Dylan begins testing of a prototype wanzer on Long Island New York In the midst of the wanzer test unknown forces begin attacking New York City and its orbital elevator Percival Worried about his fathers safety in the city he sets off for New York City inside the prototype As he travels through the city to reach the National Strategic Research Laboratory NSRL Ramsey assists USN forces battling the unknown assailants After battling through numerous enemy wanzers vehicles and aircraft Dylan makes it to the NSRL premises just as missiles are launched into the building With his father seemingly dead he engages the attacker Marcus Seligman of the Apollos Chariot The fight is cut short when the orbital elevator begins crashing down on New York City After Percival collapses Dylan is recruited into the USN Army as it prepares for war against the Oceania Cooperative Union
1285286400,21764,Dead Rising 2: Case West,[12],The game features Frank West the main character from the first Dead Rising game and serves as the canon Overtime Mode of Dead Rising 2 with Frank teaming up with Chuck to further investigate the link between Phenotrans and the Fortune City zombie outbreak and find proof that clears Chuck of any wrongdoing  The story follows on from Ending A of the main game with Frank rescuing Chuck from the elevator Frank was going to meet Rebecca Chang to investigate a Phenotrans facility west of Fortune City but learns from Chuck that she was killed by Phenotrans mole Sullivan Although initially suspicious of Chuck because of the media reports blaming him for the Fortune City outbreak Frank lets the motocross star come with him to find proof that Phenotrans was behind the outbreak  Case West includes cooperative play for two players with each taking control of one of the two characters The episode features new challenges enemies items combo weapons The photography element returns from the first Dead Rising the characters use this to generate proof of Phenotrans part in the zombie outbreaks,"[5, 25]",60.75518745994643,Missing
1283472000,984,Tom Clancy's H.A.W.X 2,"[5, 6, 9, 12]",Aerial warfare has evolved So have you As a member of the ultrasecret HAWX 2 squadron you are one of the chosen few One of the truly elite You will use finely honed reflexes bleedingedge technology and ultrasophisticated aircraft  their existence denied by many governments  to dominate the skies,"[13, 31]",60.24357485507926,You will do so by mastering every nuance of the worlds finest combat aircraft You will slip into enemy territory undetected deliver a crippling blow and escape before he can summon a response You will use your superior technology to decimate the enemy from afar then draw him in close for a pulsepounding dogfight And you will use your steel nerve to successfully execute night raids aerial refuelings and more  You will do all this with professionalism skill and consummate lethality Because you are a member of HAWX 2 And you are one of the finest military aviators the world has ever known
1285286400,7149,Quantum Theory,"[9, 12]",Take on a living alien tower that shifts and mutates around you and the hordes of hostile creatures that dwell within in this infamous Japanese clone of Gears of War,[5],55.0,Missing
1285632000,25196,Haunted House,"[5, 6, 12]",The classic franchise from Atari is back and is being released on the Wii Xbox Live and Windows PC,[31],50.0,Missing
1283817600,10525,Mafia II: Jimmy's Vendetta,"[6, 9, 12]",Jimmys Vendetta introduces a new character to the world of Mafia II where players see the world through the eyes of Jimmy a mercenary Jimmy is the guy the other guys call when they need to finish the job  Players will get their hands dirty helping Jimmy clean up other peoples messes as they deal with the Italian and Irish mobsters that reside in Empire Bay As players progress dozens of new quests are unlocked including assassination and timed vehicle pursuits ending in dramatic shootouts and explosive car chases Execute with deadly head shots or charged explosives and rack up points for precisiontimed vehicular power slides lofty jumps and supercharged velocity Multipliers and combos add bonus points to overall scores that will be immediately posted to the new online leaderboard system providing extensive replayability as players work to rise to the top of the ranks,"[5, 10]",34.48397635834389,Missing
