,id,name,platforms,summary,genres,storyline,main,extra,completionist,review_score,review_count,people_polled
267,159545,Little Adventure,[6],Little Adventure is a 2D platformer adventure game with beautiful graphics You have to play as an assistant to the blacksmith named Ben and together with the blacksmith go to the castle to the king to give the legendary sword Immerse yourself in a fantasy world full of danger and adventure,"[31, 32]",Missing,,,,,,
268,159492,FPS Tactics,"[3, 6, 14]",Control a group of special agents find a monster on the map and place the agents so that they can defeat the monster,"[13, 15, 31, 32]",Missing,,,,,,
269,159400,Theofil,"[3, 6, 130]",Theofil is an action arcade game in which youll guide a hooded hero wearing an ancient robe Your weapon is a magical wooden staff that brave Theofil uses to destroy his enemies His abilities will help you fight against dangerous enemies,"[8, 31, 32, 33]",Theofil is an action arcade game in which youll guide a hooded hero wearing an ancient robe Your weapon is a magical wooden staff that brave Theofil uses to destroy his enemies His abilities will help you fight against dangerous enemies The action takes place somewhere in ancient Egypt full of mysterious temples and caves which are protected by deadly traps Access to them is defended by powerful opponents who will not give up without a fight Stone golems throwing boulders at you and goblins wanting to stab you with a spear Youll find it all in Theofil Watch out for sharp spikes popping out of the ground firebreathing ancient statues with images of deities and flying poisonous blades Avoid them to prevent your health bar from dropping to zero  Your dexterity will be the key to discovering the secrets of the ancient world as their guardians protect access to them They are cunning and attack you in a group so keep your eyes around the head In addition to traps and enemies you will solve puzzles that require cleverness and logical thinking Move big statues and switch levers to open gates Jump on platforms to reach the hidden treasures of the ancient world Travel through the winding corridors of mysterious temples bristling with traps appearing on each wall and find a hiding place with a powerful boss Defeat him to get new items and grow in strength with Theofil Will you manage to go through the dangerous journey and discover the secrets of the ancient,0.0,0.87,0.0,0.0,0.0,1.0
270,159335,"One Shot in the Dark, Now I'm Dead.",[6],They killed the world generations ago Find out the truth and ascend to the Wire,[34],Missing,,,,,,
271,159225,Rocket League: Season 3,"[3, 6, 14, 48, 49, 130, 167, 169]",Start your engines Rocket League Season 3 is fueled up and live Drive into the most highoctane season yet with a new Rocket Pass challenges and content from Nascar and Formula 1,"[10, 14, 32]",Missing,,,,,,
272,158999,Redtape,[6],An indie adventure game in which players must get a document signed by Satan,"[31, 32]",Missing,1.28,1.66,2.12,69.0,10.0,15.0
273,158986,100 Hidden Cats,[6],100 Hidden Cats is a hidden object game in the city setting with black and white handdrawn graphics in a cartoon style,"[2, 31, 32]",Missing,0.21,0.21,0.21,57.0,24.0,63.0
274,158941,Sea of Thieves: Season 2,"[6, 49, 169]",Our second Sea of Thieves Season sweeps in with a wealth of new content refreshed Trials and Deeds to boost your Renown Emissary system improvements Forts of Fortune to conquer Commodities to be bought and sold via Merchant Alliance Trade Routes new and returning timelimited Events freebies to grab through Twitch Drops and Prime Gaming and renewed Pirate Emporium stock including the Season Two Plunder Pass,[31],Missing,,,,,,
275,158906,Vojo,[6],Vojo  is a casual game in which you move forward through a tunnel You need to avoid obstacles that appear in your path and collect white cubes for which you get points How many points can you collect,[32],Missing,,,,,,
276,158873,Kingslayer: The First Assassin,[6],A different Sokoban style game where you have limited gridmovement and attacks in each level Feel like an assassin in this minimalist puzzle,Missing,Missing,,,,,,
277,158856,Rescue Operation,[6],Is a firstperson shooter game The game will follow the scenario of the game and destroy the enemies in its path,"[31, 32]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
278,158833,Sky Goddess Ⅱ,[6],Sky Goddess Ⅱ is a vertical scrolling flying shooting game with nostalgic movie images,"[31, 32]",Missing,,,,,,
279,158769,Crazy Gravity,"[6, 48, 49, 130, 167, 169]",Crazy Gravity is a challenging Platform  Puzzle game about a little Astronaut lost in space where your main objective is to energize your rocket and go home Good luck,"[8, 9, 31, 32]",Missing,0.0,0.0,2.0,70.0,1.0,1.0
280,158762,Aventura Pisicului Pierdut,[6],Aventura Pisicului Pierdut este un joc bazat pe alegerile tale in care trebuie sa incerci sa il ajuti pe protagonist sa isi gaseasca scumpul pisic Oare vei reusi sa iti indeplinesti scopul  sau vei fi distras de alte tentatii  Visual Novel 2D Choices MatterMultiple Endings,"[31, 32]",Missing,,,,,,
281,158760,ZeroChance,[6],We try to survive by killing the creatures we encounter in each level,"[31, 32]",Missing,,,,,,
282,158754,He Needs His Medicine,"[3, 6, 14]",You have been dispatched for a 911 call From the moment you step inside the apartment you realize something is really wrong with the place You are gonna make Him the last dosage He needs his medicine,"[13, 31, 32]",Missing,0.17,0.18,0.36,43.0,11.0,29.0
283,158677,Just Get In Through the Door,[6],This is a firstperson puzzle game All you need to do here is to get in through the door You need to interact with cubes elevators etc,[32],Missing,,,,,,
284,158653,Friendly Fire: Arena,[6],Friendly Fire Arena is a freetoplay 1v1 arena FPS that features parkour combat and vertical mobility with intense gunplay Enter the simulation as Sam or Vince and get ready to fight to the death but dont worry no ones really harmed after all Its just Friendly Fire,"[5, 32]",Missing,,,,,,
285,158583,Noren,[6],Noren is a simple key finder game The map of the game consists of several different regions and some of these regions have special game mechanics except for finding keys,"[13, 31, 32]",Missing,,,,,,
286,158535,Good Guy Card,[6],This game is a adv gamesays that player go to university and try to find his best lovers story,[31],Missing,,,,,,
287,158426,Zaccaria Pinball: Farfalla Deluxe Pinball Table,"[3, 6, 14]",Farfalla Deluxe is the next Zaccaria table with a fully animated color display It also features more modern pinball elements,"[30, 32]",Missing,,,,,,
288,158420,Extreme Racing,[6],Extreme Racing is a wonderful racing game in which you will enjoy spending your time and at the same time test your driving skills in a cool racing mode If you are attracted to the big magical world of speed and offscale adrenaline then the game Extreme Racing is just for you,"[10, 13, 14, 32]",Missing,,,,,,
289,158412,The OmniGallery,[6],The OmniGallery is a VR multiverse of art exhibits,[32],Missing,,,,,,
290,158382,Seductive Tombs,[6],Its puzzle time Find the right combinations of levers to solve the puzzle and reveal high quality realistic naughty  sexy girls,[32],Missing,,,,,,
291,158358,A long Time,[6],Explore an abstract World of Clocks in this short First Person Platformer game Can be completed in 10 Minutes,"[31, 32]",Missing,0.0,0.0,0.15,55.0,2.0,6.0
292,158331,Sol Dorado Heist,[6],Choose your path and solve the mystery of the Sol Dorado Heist,"[13, 32]",Missing,,,,,,
293,158318,Tower of Waifus,[6],Tower of Waifu is a Tactical match 3 puzzle game Learning spells upgrading your stats and creating your own tactics conquer the tower defeat bosses,"[15, 32]",Missing,1.93,2.0,3.7,40.0,2.0,4.0
294,158185,Keep looking,[6],Introduction This is a game that can bring you more fun when you are bored and unhappy,[15],Missing,,,,,,
295,158179,The Legend of Bear: Truck Trucker,[6],The physics bear driving stacking hauling trading game,"[10, 13, 32]",Missing,,,,,,
296,158168,Rainy Day Roommate,[6],Two roommates spend a rainy day relaxing but need your help for their hearts to beat together This is a casual rhythm game with a focus on chill and eye candy Keep on beat and score hearts to grow these two beauties closer together 3 levels with steamy bonuses for high scores,Missing,Missing,,,,,,
297,158106,Little Drift,[6],Little drift is a racing game The goal of the game is to score the most points There are 4 levels available In the presence of 9 cars with tuning,[10],Missing,,,,,,
298,158076,Archer boy,[6],Archer boy is a game in which you need to defend a castle Get coins for destroying opponents Buy upgrades for coins Beat your previous record,Missing,Missing,,,,,,
299,158063,Rotego,[6],A puzzle platformer where you must tether to finish Hold space while jumping to shoot out a tether which will shift the gravity towards any surface it connects with,"[9, 15, 32]",Missing,,,,,,
300,157956,Little Octopus,[6],Take control of your very own reversible octopus plushie How high can you bounce,[32],Missing,,,,,,
301,157936,Click Quest,[6],Click Quest is an erotic adventure clicker with 4 beautiful naked girls in different poses With awesome 2D animation this is a must play,"[2, 13, 31, 32]",Missing,,,,,,
302,157918,Wild Wild Chess,[6],The classical game of chess now played in the Wild West Play chess against your friends or versus the computer unlock new scenarios and chess pieces and prove yourself to be the wildest gunslinger in the old west,"[13, 14, 15]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
303,157819,Space Haters,"[6, 130]",Space Haters is a toughasnails vertical shoot em up featuring classic arcadestyle gameplay and set in the ruthless world of intergalactic music After his sellout gig Photon is on his way to the greatest afterparty the galaxy has seen However his haters want him gone For good,"[5, 32, 33]",Missing,,,,,,
304,157813,ArcticBoy: The Interactive Story,[6],A touching story of a young programmer Alexey One day he meets a girl through a joke site but who would have thought that Alexei would not be laughing at all Take a pack of sushi rolls saddle a snowmobile and go on a long journey to your princess,"[31, 32]",Missing,,,,,,
305,157755,Daenerys Miracle,[6],Daenerys in an epic battle against monsters,"[31, 32]",Missing,,,,,,
306,157741,My Dear Prince,[6],A sweet and light yuri story about an airheaded daydreamer and a tomboy set on a quaint Japanese island filled with cute bunnies,"[32, 34]",Missing,,,,,,
307,157719,Magical Strings,[6],Intense multiplayer rhythmprojectilefighting game set in ancient China,[32],Missing,,,,,,
308,157713,Underland: The Climb,"[6, 48, 49, 130]",Use the elements of the scenery such as picks and many others to drill the soil to the indicated location Destructive terrain fluid mechanics and the laws of physics must be handled correctly to solve the puzzles Escape the city of Underland,"[8, 9, 13, 15, 32]",Missing,0.0,0.0,2.88,70.0,1.0,2.0
309,157555,Crazy Indian,[6],Welcome to Crazy Indian Discover an interesting world filled with traps,"[31, 32]",Missing,,,,,,
310,157491,Zombie Survival Online,[6],Zombie Survival Online is a topdown 2D shooting multiplayer game that you can enjoy in 10 to 16 minutes Pick up items combine them and survive the longest among other players in a large city where zombies appear at night As the days go by the sort of zombies increases and poisonous gas hits the city,[32],Missing,,,,,,
311,157488,Quiet Thoughts,[6],Quiet Thoughts is a challenging narrativedriven platformer centered on Ashas journey as she discovers what lies beyond her forest home and searches for an escape from her own feelings,[32],Missing,,,,,,
312,157486,Slow and Steady,[6],Slow and Steady is a game where you make the slowest tortoise ever reach the finish line,[32],Missing,,,,,,
313,157477,Mars Accident,[6],Mars Accident is a 2d shooter where the player dodges a falling and flying saucer The only thing that raises it is the laser energy bunches that the hero releases and which destroy the aliens The goal of the game is to fight off the alien attack and protect your spaceship from the attack,"[31, 32]",Missing,,,,,,
314,157474,Captain Coffer 2D,[6],Captain Coffer 2D is an arcade platformer starring a real immortal treasure of a hero Hop away on your peglegs and blast doubloons across 16 handcrafted puzzleoriented stages Make your escape before time runs out and save the universe whilst discovering distinct fantasythemed worlds,[32],Missing,,,,,,
315,157440,Mini Island: Summer,"[6, 130]",Mini Island Summer is one small hold  gun boss rush minigame of casual difficulty This beautiful place was built only for simple fun Choose the character and difficulty level that best suits you and enjoy a short simple but colorful boss rush minigame,[32],Missing,,,,,,
316,157353,Binger Ninja,[6],The phone rings Ninjas R Us answer the call off of a multimillionaire whose daughter has been kidnapped Scanning the books the ninja for hire company realise there is only one unit available,"[9, 12, 31, 32]",Missing,,,,,,
317,157346,Happy Puzzle,[6],Happy Puzzle is a puzzle game that extra an interesting story The main character is a servant working in a noble family After save his young lady He want to go to the forest to find the magic water,[32],Missing,0.0,0.0,0.0,0.0,0.0,0.0
318,157340,Battle Cat vs. Treacherous Mice,[6],Battle Cat is an action platformer with saws jumps and teleports,[31],Missing,,,,,,
319,157331,Trainslation,[6],What happens when you try navigate a foreign subway system with only a piece of paper on you without being able to understand the signs,"[31, 32]",Missing,0.0,0.43,0.0,0.0,0.0,1.0
320,157276,Find Girl,[6],Find girl is a simple puzzle game The game includes all kinds of beautiful girls waiting for us to find them,"[15, 32]",Missing,,,,,,
321,157191,Atlas Architect,[6],A creative game where your imagination is your limit,[13],Missing,,,,,,
322,157122,PandaSG,[6],A little cute panda holding a gun to defend its little hometown,[32],Missing,,,,,,
323,157112,Waifu Impact,"[6, 48, 130, 167]",WAIFU IMPACT is a third person shooter immersive singleplayer game in a paradisiac deserted island Find all the stars and unlock the 6 beautiful girls Increase your affinity with the girls defeating your enemies with them and then check out the gallery to see what they have for you,"[5, 31]",Missing,,,,,,
324,157088,Vylan,"[6, 130]",Vylan is a 100 level tilebased platformer about beating each level under a certain amount of time,"[8, 15, 31, 32, 33]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
325,157060,Neocense,[6],You explore the world of Cha as Amori who has the ability to switch to the Realm of Living and the Realm of Passing Switch between the realms to complete puzzles perform spirit rituals and fight The Hunters in unique puzzle combat,"[31, 32]",Missing,,,,,,
326,157042,Drunken Samurai,[6],Drunken Samurai is a 2D platformer where as a samurai you have to get some booze to keep the fun going The drinklover will stop at nothing Kill opponents level by level and get your sake,"[31, 32]",Missing,,,,,,
327,157039,Puzzletronics Digital Infinite,"[6, 48, 49, 130]",Puzzletronics Digital Infinite is a minimalist puzzle in the style of jigsaw The player must move pieces to form logical circuits while listening to a calm and relaxing soundtrack,"[9, 15, 32, 35]",Missing,0.0,0.0,1.58,70.0,1.0,3.0
328,156976,Little Party Legends,[6],Matchmake with other randoms or invite your friends to compete in alot of different minigames Unlock alot of cool stuff with in game currency,[14],Missing,,,,,,
329,156975,Under the Ghost Mountain,"[6, 14]",A MetroidVaniaSoulLike2D Action Platformer Game There are a mountain called the ghost mountain in this game Under the ghost mountain is hellso there are many ghost arround the mountain Player will run away from mountain top and will face many ghost Its a story about a heros growing up,"[31, 32]",Missing,,,,,,
330,156932,Hell Firefighter,[6],Sometimes it gets boring in hell and demons come to the earthly realm to wreak havoc and harvest fresh souls This time the servants of hell fancied to possess a regular fireman and send him on a murderous hitandrun spree behind the wheel of a heavy fire engine This fireman is you,[10],Missing,,,,,,
331,156919,Suteki na Kanojo no Tsukurikata,[6],This is a story between a yandere social anxious girl and a wellborn young lady produced by the Japanese Bishoujo game brand Sushi soft Interaction occurs at several points where choices are given to the player and these choices eventually lead to 8 various endings,"[31, 32]",Missing,0.0,0.0,3.5,65.0,2.0,2.0
332,156896,Food Delivery Service,[6],A friend invites you to Nodairacho Town a town that is rumored to be making a lot of money these days and you work as a delivery person there but little by little you get caught up in strange incidents This is an adventure game that makes you think about what is the right thing to do,"[13, 31, 32]",Missing,,,,,,
333,156820,My Sweet Ants!,[6],My Sweet Ants is an addicting game in which you have to solve puzzles with Lovely Ants The game is perfect for relaxing,"[31, 32]",Missing,,,,,,
334,156778,Futanari of the Amazon,[6],A trip to the Amazon turns into an unexpected surprise as a tribe of futanari Amazonians capture you for use in a ceremony Read through some pretty raunchyerotic dialogue accompanied by spicy nude depictions,[31],Missing,,,,,,
335,156759,Lionfish Reef Patrol,[6],A realistic lionfish hunting game that saves reef fish from the invasive lionfish The life like motion sound and visuals gives you the feeling of being underwater and hunting the lionfish Scuba your way around 3 dive sites and explore what its like to save the reefs Go on Lionfish Reef Patrol,"[13, 14, 31]",Missing,,,,,,
336,156745,述梦,[6],述梦 is a firstperson 3D game that combines word puzzle solving with survival You will search for supplies to survive on a cursed island and explore the memories of the dead and free their souls,"[13, 31, 32]",Missing,,,,,,
337,156736,The Mermaid of Zennor,[6],A short dark visual novel about a young girls destructive obsession with her older brother,"[32, 34]",Missing,5.5,6.0,0.0,0.0,0.0,3.0
338,156735,Hextones,"[6, 130]",Connect the Hextones by color or symbol and jump lightyears in the Spacetime to be the great cosmic explorer A challenging matchup puzzle game with a scifi mood,"[9, 15, 32, 35]",Missing,,,,,,
339,156705,此刻探索中,[6],Missing,"[15, 32]",Missing,,,,,,
340,156658,Hopeless Dregs,[6],Hopeless Dregs is a turn based roguelike game There is a team of dregs in your hands Hire mercs that will match your team buy them gear and unlock different skills Youll have to find their strengths and weaknesses in order to unleash full potential and kill bosses,[15],Missing,,,,,,
341,156644,Erotic Jigsaw Puzzle,[6],Challenging 6 x 6 jigsaw puzzle featuring soft erotic sex scenes by Lolita LineArt on a smooth luxury graphical background,[32],Missing,,,,,,
342,156640,Meat Beating: No More Horny,[6],You beat your meat,"[13, 32]",Missing,,,,,,
343,156637,Hentai Balloons 2,[6],Gameplay Move All Parts to Form the Complete Image,[32],Missing,0.0,0.0,0.32,60.0,1.0,1.0
344,156628,Horny Honey,[6],Horny Honey is a great choice to expand the collection in your library We present you a fascinating hentai puzzle with a wide variety of pictures in which everyone will find something to their liking,[32],Missing,,,,,,
345,156620,Wonderful Girls,[6],A puzzle game where you need to assemble a complete image from several pieces,[32],Missing,,,,,,
346,156616,全战天下,[6],穿越文明征阀天下 这是一款历时3年精心制作的跨时空大型多人在线地缘SLG游戏力求给各位主公带来平衡有趣刺激的对抗体验 我们不设置VIP特权不出售资源和体力也不提供类似高级迁城的功能不设置行军付费加速功能你可以通过攻城略地民情任务秘境闯关联盟任务纪元系统等玩法获取资源公平对决快速成长真实体验策略博弈的魅力感受波澜壮阔的乱世征途 本作品可免费下载游戏内有内购请诸位主宫充分体验后适度支持,[15],Missing,,,,,,
347,156615,Come Inside My Inner World,"[3, 6]",Relaxing hentai video game win the hearts of anime girls and enjoy their poses moans and desire You can choose leveling or enjoying the process And you can always remember the most delightful moments in the gallery 42 memetic achievements included Just dont forget to add to your wishlist,"[9, 33]",Missing,,,,,,
348,156614,Kanojo xx Switch,[6],Switch around puzzle pieces to complete images,"[13, 32]",Missing,,,,,,
349,156585,Blokker,[6],Move the blocks strategically until the balls find the targets Simple yet challenging This is Blokker,"[15, 32]",Missing,,,,,,
350,156564,Wreak the Havoc,[6],Wreak the Havoc is a 2D duel base game with quick and casual matches where the player needs to carry a reactor to the enemy base and wreak it This game was developed initially as a graduation project by game design students from Fatec São Caetano,[32],Missing,,,,,,
351,156558,Puzzle & Chess,"[6, 130]",Puzzle  Chess is a relaxing and minimalist game that mixes puzzle challenges with chess moves Click on pieces solve the puzzles with a pleasant and relaxing environment You dont need to know how to play chess to have fun No score no timer and no pressure,"[9, 13, 15, 32]",Missing,,,,,,
352,156555,Erophone,[6],Discover the secrets of the beautiful girls in the world by using the mysterious APP in your mobile phone,Missing,Missing,0.5,1.06,1.67,55.0,2.0,3.0
353,156554,Jay's Walkin',[6],Jays Walkin is the quintessential jaywalking experience Feel the extreme thrills of breaking the worlds most sacred law as you swerve through traffic ridden streets and evade corrupt lawbringers,"[15, 32]",Missing,,,,,,
354,156516,Love Sucks: Night One,[6],Love Sucks is an adult Visual Novel in which monsterkind has secretly integrated with humanity Two monster girls a vampire and a succubus have chosen you to be their date this Halloween But their motives go beyond just showing you a good time,[32],Missing,1.93,0.0,2.49,65.0,2.0,8.0
355,156511,Train Sim World 2: Clinchfield Railroad: Elkhorn - Dante Route Add-On,[6],Experience classic railroading moving heavy coal and manifest freight through the heart of Virginias coalfields with Train Sim World 2 Clinchfield Railroad,[13],Missing,,,,,,
356,156053,The Hell Hives,[6],Classic FPS style game with modern graphics Fight through a series of highly challenging levels in a variety of environments Take on many types of enemies with your shotgun assault rifle grenade launcher  nuke launcher Solve puzzles race rising lava decipher codes and activate portals,[32],Missing,,,,,,
357,155964,Robin Hood: Hail to the King,[6],Welcome to Robin Hoods third incredible adventure From its comical campaign to its hilarious bonus chapter you will love guiding the legendary Robin Hood and his friends in this new timemanagement game,"[31, 32]",Missing,,,,,,
358,155930,子非猫,[6],Missing,Missing,Missing,,,,,,
359,155896,Hyforge,[6],Hyforge is a roguelike firstperson fantasy rpg a selfproclaimed ElderRogue On your quest to find the Hyforge a device capable of creating and destroying all life you will encounter Majik Mystery and LOOT Also death PERMADEATH,[12],Missing,,,,,,
360,155826,The Last Order: Dungeons,[6],The world is headed for destruction Olvelia and Olvelius members of the last order need your help Only the three of you can prevent the coming catastrophe and change the fate of the world,[32],Missing,,,,,,
361,155739,Lonely Birds,[6],A puzzler where you reunite separated PEARakeets with their match by clicking on pairs of animals to make them move towards each other It starts simple but grows challenging quickly over the many available levels all in a pretty cozy and cute setting,"[15, 32]",Missing,,,,,,
362,155735,Dere Exe: Rebirth of Horror,"[6, 34]",Experience the terrifying first chapter in a series of platformer horror games,"[31, 32]",Missing,,,,,,
363,155661,Emperium,[6],An epic adventure filled with loot and monsters Enter the world of Emperium,"[15, 32]",Missing,,,,,,
364,155306,Fisherman Classic,"[3, 6, 14]",Welcome to Fishy Archipelago Go fishing catalog your most rare fishes and sea creatures buy and find skins hats boats and properties Build your fishy empire The retro world is yours,"[14, 31, 32]",Missing,,,,,,
365,155231,Fate: The Complete Adventure,[6],Missing,[12],Hello traveler Journey to the outskirts where the Old Wood meets the Dungeon Gate Battle vicious creatures collect unique weaponry learn powerful spells and glory will be yours Rise and test your worth Step forward and determine Your FATE  Welcome Hero The manxome scourge has retreated into the shadows and you are victorious but all is not well A new evil and ancient secrets threaten the very balance between the realms Take on the quest to find the mysterious Book of Fate and save your beloved Grove once again  Only the most dedicated of champions will survive the Temple of Fate Are you brave enough to seek fortune and glory by battling the evil within The ultimate challenge awaits  Disaster threatens your home Can you break the curse or will the city of Ekbatan be forever doomed,,,,,,
366,155229,Against the Moon: Moonstorm,[6],The update tells the new story of the last bastion of humanity This time the young warrior Zoy accompanied by the halfmutated Mazoon will travel into the heart of Moonstorm to gather resources necessary for survival of the last stronghold of humanity,"[12, 31, 32]",Missing,,,,,,
367,155228,Sands of Fire,[6],Take control of forty tons of pure armored destruction World War II is raging and the enemy is fighting hard for every inch of territory in North Africa Devastate the opposing forces with superior tactics cunning strategy and tremendous might,"[13, 15]",Missing,0.0,0.0,0.0,0.0,0.0,0.0
368,155214,Data East Co-op Pack #1,[6],This bundle includes 4 iconic coop arcade games   Bad Dudes  Two Crude  Joe  Mac  Caveman Ninja  Heavy Barrel,"[8, 25]",Missing,,,,,,
369,155062,The Shattering: Secret Room,[6],The Shattering is presenting a mysterious Secret Room a place filled with wonders and surprises Discover a new environment deleted content from the main game developer commentary and many more,"[31, 32]",Missing,,,,,,
370,155019,Lovely Goddess,[6],Super easy to really hard to solve puzzles Its your choice,[32],Missing,,,,,,
371,154753,Ace Combat 7: Skies Unknown - 25th Anniversary DLC: Experimental Aircraft Series,"[6, 48, 49]",This special set contains 3 ACE COMBAT 7 SKIES UNKNOWN addons including the F15 SMTD Set the F16XL Set and the FB22 Strike Raptor Set As a bonus it also includes 10 emblems and 10 skins,[13],Missing,,,,,,
372,154678,Master of Magic: Caster of Magic for Windows,[6],Caster of Magic the community update to the classic Master of Magic is brought to the modern era with Caster of Magic for Windows,"[15, 16]",Missing,,,,,,
373,154515,Hidden Through Time: Road to Rome,"[6, 48, 49, 130]",This DLC includes ten new levels ranging from Gaul settlements to the monumental Colosseum It also features more than 300 new Roman Empire themed objects and characters which will be in the level editor upon purchase,"[2, 9, 31]",Missing,,,,,,
374,154235,Super Chopper,[6],Climb into the cockpit of a military attack helicopter and take on five life or death scenarios or make your own missions in the included level editor Use your arsenal of weapons speed and superior maneuverability to take down enemy tanks helicopters and missile platforms,[13],Missing,0.0,0.0,0.0,0.0,0.0,0.0
375,153652,"Eight Thirty, Nowhere",[6],Eight Thirty Nowhere is an attempt at creating a massive open space that is sparse largely empty with a focus on being a tone piece above all else,Missing,Missing,,,,,,
376,153590,Security Breach: Fury's Rage,[6],Security Breach Furys Rage is a sidescrolling fighter game created and released by Scott Cawthon on April 28 2021 Available on Game Jolt for free the game was published as an apology for the second delay of Five Nights at Freddys Security Breach,"[4, 25, 32]",The game starts off with a small cutscene of Scott himself having a nightmare that the fanbase would kill him after the announcement of Security Breachs delay This causes him to wake up and supposedly is the reason why the game was made,0.0,0.0,0.0,47.0,3.0,0.0
377,153520,Kanso,"[6, 39]",Kanso is a relaxing line following game of motion pause and flow Avoid obstacles while you trace around circular forms Immerse into a colourfully ambient space effortlessly glide through each of the worlds and find your moment of Zen,"[9, 32, 33]",A relaxing game of motion pause and flow Avoid obstacles while you trace around circular forms and find your moment of Zen Immerse into a colourfully ambient space effortlessly glide through each world and find your moment of Zen,,,,,,
378,153502,Cpt. Balloney: Painful days at home,[6],Play as a former captain of a space ship on the run in the frist part painful days at home when your ship crashed and you had to hide inside the home of some unknown guy Enjoy a gameplay with no hassle as time doesnt matter here promise,[31],Missing,,,,,,
379,153486,Pirate Popper VR,[6],Play our take on the first Bubble Buster game in VR,"[13, 15, 32]",Missing,,,,,,
380,153434,Blood of Darkness,[6],Blood of Darkness is a hardcore 2D shooter about a lustful alcoholic priest who was revived by the devil and this was his biggest mistake,[32],Missing,,,,,,
381,153396,Endless Furry Asteroids,[6],Welcome to Endless Furry Asteroids The 6th installment of the Endless Furry Series,"[15, 32]",Missing,,,,,,
382,153371,The Last King's Archer,[6],Survive the night killing enemies using your bow Fire Dragon or Thunder Dragon special attacks in this wave based 2D platformer packed with a lot of action and upgrades Can you last until daylight,Missing,Missing,,,,,,
383,153359,Orbiterrion,[6],Match against your friends or team up in a fastpaced actionpacked space fight set in orbits across the Solar System Use skills collect shards and kick your friends to outer space,[32],Missing,,,,,,
384,153354,Sentinel: Cursed Knight,[6],Sentinel Cursed knight is a single player RPG which sets in the land of Kasweihn You are a knight of the holy order to investigate what went wrong in the Kasweihn area The game consists of many abilities different equipment and a lore rich world to uncover,"[31, 32]",Missing,,,,,,
385,153353,The Unmarked,[6],This family friendly first person shooter is full of adventure places to explore and a story to be unfolded You explore a incredible hand designed world full of secrets and hidden Items Your goal is to unfold the story of the lost soldier,"[31, 32]",Missing,,,,,,
386,153336,狗蛋神冒险: 很傻很天真,"[6, 14]",A very silly very naive dog egg game,"[31, 32]",Missing,,,,,,
387,153328,Race: Total Toon Race,[6],Total Toon RaceRace with Formula like cars Hit the speed pads to gain more speed for a limited timeStart one of the challenging championshipsRace against CPU Player or PvP on the same PCListen to great Rock Soundtrack,"[10, 13, 14, 32]",Missing,,,,,,
388,153325,Drift Phonk 666,[6],You have to collect all the PHONK mixtapes straight from hell so people hear how good 𝖒𝖚𝖘𝖎𝖈 sounds,"[10, 31, 32]",Missing,,,,,,
389,153321,EyeRoll,[6],You are the glass eye of a very forgetful explorer and you must solve the long lost secrets of an ancient ruin to find your way out of the maze The genre is fantasy puzzle solving while rolling a glass eye through a maze Discover forgotten secrets in a lost world behind the Bermuda Triangle,[31],Missing,,,,,,
390,153287,Trainz Railroad Simulator 2019: British Rail Class 70 - Colas Rail,"[6, 14]",Drive the highly detailed modern British GE Class 70 in Colas Rail livery in Trainz Developed by 3DZUG for TRS19 using the latest PBR technologies and many custom features,[13],Missing,,,,,,
391,153272,Trainz Railroad Simulator 2019: Leadville Subdivision,"[6, 14]",A rural and largely single track connection between UP and BNSF owned main lines,[13],Missing,,,,,,
392,152581,Escape Within,[6],You will face more complex puzzles Take on an increasingly challenging and bizarre island of puzzles that will take logical thinking to the limit the island is unique and has its secrets interaction with the elements of the environment will allow you to fully immerse yourself in the game,"[31, 32]",Missing,,,,,,
393,152560,Void Explorer,[6],A deceased king has resurrected himself to take over his former kingdom He has killed the king taken over the castle and put the land in ruin It is up to you to stop him and restore peace to the land,[32],Missing,,,,,,
394,152372,Tree Simulator 2022,[6],Its exactly what it sounds like but now with 100 more multiplayer You are the tree and so is everyone else You are equaled by no other except maybe the forest Relax and be the best tree you can be,"[13, 32]",You play as a young tree exploring their new world Life is sometimes rainy and snowstorms can be frequent In time youll not only play as the tree You will be the tree,0.0,0.0,0.0,50.0,1.0,0.0
395,152298,My Catgirl Maid Thinks She Runs the Place,[6],An 18 Romcom about a girl with cute ears,"[32, 34]",My Catgirl Maid Thinks She Runs The Place is a slice of life comedy with a little heart thrown in for good measure  In this rejected fairy tail romance our heroes a depressed mid20s office worker and an energetic catgirl from another world named Cynthia begin their life together in a small one bedroom apartment Shenanigans ensue  Over time the two grow closer and closer but as Cynthias past comes more to light the twos relationship is called into question Can they overcome the trial or will their hearts forever be worlds apart,8.48,9.36,9.87,70.0,1.0,4.0
396,151994,Blood Card 2: Dark Mist,[6],Dark Mist is a card game that combines elements of the roguelike deckbuilder genre with enemies that appear in waves Defeat monsters and level up during battle to keep yourself going,"[15, 32, 35]",Missing,18.0,0.0,75.0,60.0,1.0,2.0
