,genres,id,name,platforms,summary,storyline,main,extra,completionist,review_score,review_count,people_polled
78,[32],194648,Coloring Pixels: Retro Pack,"[3, 6, 14]",This Retro Book brings 20 new images to Coloring Pixels each image depicts items or icons that represent the oldschool cool retro history A look into the cool vintage notsolongago past,Missing,,,,,,
79,[5],194422,Zzap!,"[3, 6, 14]",Chase the high score as you fight wave after wave of enemies intent on your doom,You pilot mankindss last best starfighter In a hyperspace subdimension far removed from Einsteinian physics you must hold back a flood of vicious aliens and their hostile technologies As you destroy the horde your score and multiplier increases but so does your enemys effort to destroy you as they send new creatures and ships against you Enemy ships can be docile and aimless or aggressively fire weapons of their own Some pursue you when angered or become more dangerous when killed Others recklessly explode when activated by a nearby starfighter  can you use this to your advantage  More kills means a higher score multiplier but dont get hit Youll lose a life and halve your multiplier Grab powerups to boost Points and Multiplier further enhance your Laser to cope with the onslaught or detonate a Bomb to buy a second of breathing space Score high enough and you might even get an extra life,0.0,0.0,0.0,0.0,0.0,0.0
80,[34],194355,Not Escape Room,"[6, 14]",A long time after the 2000s WHEN the Earth is being ruled invaded by powerful rogue AI 3 human beings are thrown into a room where there is no escape Or there might be some escape instructions were unclear on that They trying to struggle adjust to life in a oneroomed house imprisonment while they live according to MY RULES The Mighty AI Ruler of Prisons Tormentor of Minds Inventor of Impossible Puzzles  Come join me at this show where we take joy from others sufferings and join help me in making their lives harder Also please enjoy the show dont let them escape  Follow this visual novel where you play as an AI who is trying to keep 3 humans from escaping a definitely unescapable room and hopefully understand why you are trying to keep them there,Missing,0.19,0.0,0.0,22.0,5.0,5.0
81,[12],194345,Strife of Cosmos,[6],Strife of Cosmos is a fastpaced space fantasy battle RPG where you lead a party of Heroes on a desperate mission to defeat the godlike Void Tyrant before it ends the universe  Battle your way through waves of enemies guarding the many Zones of Blackstar Citadel Grow your Heroes by uncovering new Skills and Items Harness the powers of both Light and Dark to triumph over tough bosses Die trying to save the Cosmos  Each run is a little different slowly unravelling the curtain of reality ,Missing,0.0,0.0,0.0,0.0,0.0,0.0
82,[5],194344,Viral Reload,"[3, 6, 14]",Viral Reload is an Infinite Wave based shootemup with a unique dash mechanic Blast away at deadly viruses and mechanical hybrids as well as 2 unique bosses Dash through bullets lasers and enemies to say alive and score,Missing,0.0,0.0,0.0,0.0,0.0,0.0
83,[32],192268,Homunculus Hotel,"[3, 6, 14]",Explore the floors of the mysterious Homunculus Hotel and help its guests understanding their dreams,Missing,0.88,0.0,0.0,73.0,3.0,2.0
84,[9],192169,Holiday Jigsaw: Thanksgiving Day,[6],Lets celebrate Thanksgiving Day together All the shades of autumn in 500 new photos,Missing,,,,,,
85,"[13, 14, 15, 32]",192141,Jigsaw Puzzle Pack: Pixel Puzzles Ultimate - Autumn 2,[6],Pixel Puzzles Ultimate redefining digital puzzling,Missing,,,,,,
86,[34],191607,Taffy Tales,[6],In Taffy Tales you will see the story of a regular guy with a split personality and his journey in a small town where almost every common citizen has his uncommon dark side Dozens of characters with their families and relations an original story lots of side quests and a lot of adult art awaits you,Missing,5.28,6.0,8.5,0.0,0.0,5.0
87,"[11, 13, 15, 32]",191510,Star Trek: Armada III,[6],Star Trek Armada III begins with the first stirrings of the Dominion War and allows players to take command of five unique factions the United Federation of Planets the Klingon Empire the Romulan Star Empire the Cardassian UnionDominion Alliance and the Borg Collective Explore strange new worlds seek out new life and new civilizations and boldly go where no one has gone before,Missing,,,,,,
