first_release_date,id,name,platforms,summary,genres,rating,storyline,main,extra,completionist,review_score,review_count,people_polled
1464048000,24374,Tropico 5: Penultimate Edition,[49],Return to the remote island nation of Tropico in the next installment of the critically acclaimed and hugely popular dictator sim series Expand your Dynastys reign from the early colonial period to beyond the 21st Century facing an allnew set of challenges including advanced trading mechanics technology and scientific research exploration and multiplayer modes  Penultimate Edition Includes The Big Cheese and Hostile Takeover Addon as well as 5 brand new exclusive maps,"[13, 15]",90.0,Missing,nan,nan,nan,nan,nan,nan
1463011200,7351,Doom,"[6, 48, 49]",Developed by id software the studio that pioneered the firstperson shooter genre and created multiplayer Deathmatch Doom returns as a brutally fun and challenging modernday shooter experience Relentless demons impossibly destructive guns and fast fluid movement provide the foundation for intense firstperson combat  whether youre obliterating demon hordes through the depths of Hell in the singleplayer campaign or competing against your friends in numerous multiplayer modes Expand your gameplay experience using Doom SnapMap game editor to easily create play and share your content with the world,"[5, 9]",85.8753052106322,Youve come here for a reason The Union Aerospace Corporations massive research facility on Mars is overwhelmed by fierce and powerful demons and only one person stands between their world and ours As the lone DOOM Marine youve been activated to do one thing  kill them all,11.69,16.44,26.91,84.0,3932.0,5685.0
1464048000,8173,Overwatch,"[6, 48, 49, 130]",Join the fight for the future in the world of Overwatch and choose your hero from a diverse cast of soldiers scientists adventurers and oddities Bend time defy physics and unleash a dizzying array of extraordinary powers and weapons Engage your enemies in iconic locations from around the globe in the ultimate teambased shooter,"[5, 15]",81.92038603595108,Soldiers Scientists Adventurers Oddities  In a time of global crisis an international task force of heroes banded together to restore peace to a wartorn world  OVERWATCH  It ended the crisis and helped to maintain peace in the decades that followed inspiring an era of exploration innovation and discovery But after many years Overwatchs influence waned and it was eventually disbanded  Overwatch is gone but the world still needs heroes,59.42,176.35,576.21,80.0,833.0,132.0
1464048000,82442,OlliOlli2: XL Edition,[49],The iconic skater is going all greenscreen with a stunning new look plucking you from the street and dropping you squarely in the middle of the big screens most bodacious cinematic locations  The sequel boasts all new Ramps and Epic Hills allowing for monster air and multiroute levels Further OlliOllis combo system has been expanded thanks to the joy of Manuals Reverts RevertManuals and GrindSwitching giving you more control and expression than ever before  Play with friends in ComboRush a localmultiplayer mode for 24 players Go headtohead across 100 different levels and Combo your way to the top of the scoreboard NOTICE  Achievement progression is disabled in ComboRush To earn Achievements skate in Singleplayer modes  OlliOlli2 XL Edition introduces the brandnew FreeSkate mode extended chilled levels to learn the ropes nail those Expert tricks or simply cruise and flow like never before,Missing,80.0,Missing,nan,nan,nan,nan,nan,nan
1464048000,82412,The BunnyLord Pro Hater Pack,[49],The BunnyLord Pro Hater Pack gives you two incredible games from Roll7 in one unique bundle,Missing,80.0,Olli Olli2 XL Edition is the definitive edition of the acclaimed skating game It introduces the brandnew FreeSkate mode extended chilled levels to learn the ropes and nail those expert tricks or simply cruise and flow like never before  The sequel boasts all new ramps and epic hills allowing for monster air and multiroute levels plus an expanded combo system giving you more control than ever Play with friends in ComboRush a localmultiplayer mode for 24 players Go headtohead across 100 different levels and Combo your way to the top of the scoreboard  In NOT A HERO SUPER SNAZZY EDITION join the Campaign trail in a funstoppable 225D pixelated action opus from Roll7 Shoot slide and execute your way through 28 levels of incredibly British action and humour as you persuade the world to Vote BunnyLord  Use reasonable force unreasonably in a dynamic mix of runandgun gameplay and coverbased shootouts The intuitive quicksnap cover system lets you slide roll and dive into cover dodging enemy fire before fighting back with tackles executions and hundreds of bullets  Choose between 9 different heroes each with their own distinct gameplay style and crimemurdering abilities Blast the citys scum through doors with Cletus shotgun slice them in half with Kimmys katana dash or simply bash crime in its terrible face with Ronalds hammer  NOT A HERO SUPER SNAZZY EDITION introduces the ME MYSELF  BUNNYLORD Campaign letting you play as the BunnyLord himself Use unreasonable force reasonably to fix his spacetimecontinuum mishaps and restore balance to the universe in this new adventure featuring 3 all new missions with new baddies settings and challenges,nan,nan,nan,nan,nan,nan
1462924800,33503,Super Impossible Road,"[6, 14, 48, 49, 130, 167, 169]",In the future youve got to play a little dirty if you want to win races Master hairpin turns across dangerous courses that twist and coilover beautiful galactic backdrops knocking opponents into the void of space Kick into hyperdrive with temporary speed boosts and use every opportunity to jump off the paths of the rollercoasterlike tracks Bypass gates and checkpoints and roll over competitors on the way to first place  The spiritual sequel to the awardwinning Impossible Road is back and more ferocious than ever with allnew modes 60 FPS local multiplayer insane online play and much more So whatre you waiting for Crack those knuckles and jump into the fastest craziest most spectacular racer youve ever played,"[10, 14, 32, 33]",80.0,Missing,3.0,0.0,9.0,40.0,1.0,2.0
1463616000,33333,A Little Lily Princess,"[3, 6, 14, 48, 49, 130, 167, 169]",Newly arrived at a boarding school in Victorian England Sara Crewe uses her love of books and storytelling to build new relationships But what happens to a fairytale princess when she loses everything,"[13, 31, 32, 34]",80.0,Missing,6.66,13.21,15.11,82.0,5.0,14.0
1462752000,32736,Shaolin vs Wutang,"[6, 48, 49, 130]",Shaolin vs Wutang is a real indie love letter to classic 70s and 80s Kung Fu films Features include hand to hand and weapon combat and licensed music from authentic Kung Fu films,"[4, 32, 33]",80.0,Missing,0.85,5.96,0.0,77.0,3.0,5.0
1464048000,32038,Not a Hero: Super Snazzy Edition,"[49, 130]",Join the Campaign trail in this funstoppable 225D pixelated political opus from Roll7 Shoot slide and execute your way through 28 levels of incredibly British action and humour as you persuade the world to Vote BunnyLord Use reasonable force unreasonably in a dynamic mix of runandgun gameplay and coverbased shootouts    The intuitive quicksnap cover system lets you slide roll and dive into cover dodging enemy fire before fighting back with tackles executions and hundreds of bullets Choose between 9 different heroes each with their own distinct gameplay style and crimemurdering abilities Blast the citys scum through doors with Cletus shotgun slice them in half with Kimmys katana dash or simply bash crime in its terrible face with Ronalds hammer    Go ham on primary objectives and sometimes random secondary goals but be prepared for unexpected midlevel events that turn the tables on the antiheroes in an instant SWAT teams guntoting elderly helicopter gunships pandas pugs and suicidal samurais stand between you and election victory    NOT A HERO SUPER SNAZZY EDITION introduces the ME MYSELF  BUNNYLORD Campaign letting you play as the BunnyLord himself Use unreasonable force reasonably to fix his spacetimecontinuum mishaps and restore balance to the universe in this new adventure featuring 3 all new missions with new baddies settings and challenges,"[5, 24, 31, 32, 33]",80.0,Missing,nan,nan,nan,nan,nan,nan
1462924800,19848,Raiden V,[49],A quartercentury after the arcade hit Raiden first left its mark on the shooting genre the series now comes to the Xbox One in its most modern and advanced form yet Join the war for Earths future where the tide of battle holds constant surprises in this game thats easy to learn but difficult to master Using Xbox One cloud functionality to its fullest now all players can easily access their data allowing you and your comradesinarms to enter the fray sidebyside,[5],80.0,Missing,1.38,0.0,0.0,73.0,4.0,6.0
1464307200,19481,Skautfold: Shrouded in Sanity,"[6, 48, 49, 130, 167]",A survivalhorror game inspired by Resident Evil 1 Dark Souls and Eternal Darkness  Shrouded in Sanity is an isometric survival horror action game with minimal rpg elements and an open world approach Immersion is the focus here avoiding non diegetic sounds and music Heavily inspired by the souls series of games but focusing much more on survival and horror,"[12, 31, 32]",80.0,Set in the alternative historical setting of 1897 Angelic Empire of Britannia your contract will order you to eliminate the source of the unnatural fog enveloping the Berelai Manor  Discover the secrets of the estate as you look for answers among the violent inhabitants  A strange and repelling madness took hold of the servants roaming the halls and they will attack on sight for their madness is one rooted in a deeper understanding of cosmic insignificance  To repel the maddening horrors your Iaito cane and Waltham A9 hand canon will aid you To mend your injuries your Vitae concoctions will offer healing  Beware whatever unearthly events have transpired your sanity will be tested as the truth unfolds in this hungry allconsuming Fog,3.02,0.0,8.3,65.0,4.0,7.0
1463616000,19250,Lastfight,"[3, 6, 14, 48, 49, 130]",LASTFIGHT is bringing 2v2 3D fighting back to your living room Pick up any available object in one of the 8 stages and teach your opponents a lesson Play in local multiplayer mode for up to 4 players or oneplayer story mode with a cast of 10 characters inspired by the comic book LASTMAN,"[4, 14, 25, 32, 33]",80.0,Missing,nan,nan,nan,nan,nan,nan
1464652800,34951,Dead Island: Definitive Edition,"[3, 6, 48, 49]",Welcome to the zombie apocalypse experience of a lifetime  and now more beautiful than ever Caught in the midst of an epic zombie outbreak on the tropical island of Banoi your only thought is Survive,"[5, 25]",79.95089287965794,The island of Banoi is a lush tropical paradise in the South Pacific where its flagship Royal Palms Resort serves as the ultimate getaway for vacationers with money to burn However all good things must soon come to an end  and the picturesque resort falls into madness carnage and chaos after a mysterious and contagious zombie outbreak claims its once peaceful atmosphere Cut off from the rest of the world only four individuals who strangely find themselves immune to zombification have the power to protect the remaining survivors from the horrors of the island to discover whats really going on and find a way to escape before their own fatal ends,15.86,25.26,51.32,69.0,317.0,387.0
1463184000,58295,Mekorama,"[34, 39, 46, 48, 49, 130]",A puzzle game from Martin Magni  Help a tiny robot stumble home through 50 puzzling mechanical dioramas   Relaxing gameplay  Charming robots  Collectible level cards  Diorama maker  Small install size,"[8, 9]",79.43382155983727,Puzzling Mechanical Dioramas  Mekorama is a mobile puzzle game where you help a tiny robot stumble home featuring  50 tiny mechanical dioramas to explore Thousands of fanmade levels to collect FAQ Building blocks for making your own levels,2.49,0.0,3.11,58.0,10.0,9.0
1462752000,11582,Stellaris,"[3, 6, 14, 48, 49]",Explore a galaxy full of wonders in this scifi grand strategy game from Paradox Development Studios Interact with diverse alien races discover strange new worlds with unexpected events and expand the reach of your empire Each new adventure holds almost limitless possibilities,"[11, 13, 15]",78.20994226000136,Missing,31.1,70.01,276.71,80.0,181.0,102.0
1464652800,24311,Dead Island: Riptide - Definitive Edition,"[3, 6, 48, 49]",Welcome to the zombie apocalypse experience of a lifetime  more beautiful than ever Caught in an epic zombie outbreak on the tropical island of Banoi your only thought is Survive,"[5, 12]",78.01929965317443,Missing,9.69,17.12,30.89,66.0,99.0,118.0
1463616000,18031,Fallout 4: Far Harbor,"[6, 48, 49]",A new case from Valentines Detective Agency leads you on a search for a young woman and a secret colony of synths Travel off the coast of Maine to the mysterious island of Far Harbor where higher levels of radiation have created a more feral world Navigate through the growing conflict between the synths the Children of Atom and the local townspeople Will you work towards bringing peace to Far Harbor and at what cost Far Harbor features the largest landmass for an addon that weve ever created filled with new faction quests settlements lethal creatures and dungeons Become more powerful with new higherlevel armor and weapons The choices are all yours,"[5, 12]",76.52342389047968,Missing,nan,nan,nan,nan,nan,nan
1463961600,28061,Overwatch: Collector's Edition,"[6, 48, 49]",The Overwatch Collectors Edition is packed full of goods to enhance your experience along with all of the ingame bonuses and Origin Skins bundled in Overwatch Origins Edition The Overwatch Collectors Edition includes everything in Overwatch Origins Edition plus Visual Sourcebook Soundtrack and Soldier 76 Statue,"[5, 12, 15]",74.86902661592492,Missing,nan,nan,nan,nan,nan,nan
1462492800,47484,Project CARS: Game of the Year Edition,[49],Project CARS Game Of The Year Edition is the ultimate choice for serious racing fans  created by gamers tested by real racing drivers and the preferred choice of Esports pros Featuring all the elements of the original core experience that made Project CARS the most authentic beautiful intense and technicallyadvanced racing game on the planet the Game Of The Year Edition also includes an additional   50 cars 125 total  4 tracks 35 unique locations 100 layouts total  60 communitycreated liveries  500 features and improvements All this plus two special and exclusive items  the iconic Nurburgring Combined Nordschieife  GP circuit and two exclusive vehicles from Pagani  the Zonda Revolucion and Huayra BC,"[10, 13, 14]",70.0,Missing,nan,nan,nan,nan,nan,nan
1462320000,34511,I and Me,"[6, 46, 48, 49, 130]",If there were another me Observing myself from the perspective of a spectator How would I regard another me,"[8, 9, 32]",70.0,Missing,4.5,6.0,7.0,77.0,3.0,5.0
1464652800,23425,Demetrios: The Big Cynical Adventure,"[3, 6, 14, 34, 39, 46, 48, 49, 130]",Demetrios is a quirky point and click adventure game inspired by classics like Broken Sword packed with tons of humor  Bjorn Thonen a slob of an antique dealer living in Paris is robbed one night after coming home drunk Forced to conduct his own investigation with the help of his neighbor Sandra he ends up involved in a murky mysterious affair Will these unlikely heroes be able to rise up and discover ancient secrets  The game offers situations and puzzles for beginners and experts alike with a high degree of interactivity Explore ridiculous item combinations just to see what happens,"[2, 9, 31, 32]",70.0,Missing,8.8,9.5,10.75,62.0,16.0,35.0
1463011200,19175,Rocket Fist,"[3, 6, 14, 41, 48, 49, 130]",Rocket Fist is an arena game with crazy robots in chaotic rocket fist battles Aim against your frenemies and prove your dexterity by killing each other with rocket propelled fists in this frenetic mix of dodgeball and billiards Easy to learn hard to master Rocket Fists quick rounds will keep you coming back for more Its the perfect game to bring out when your friends are over and in need of some explosive action,"[4, 14, 32, 33]",70.0,Missing,0.0,0.0,0.0,10.0,1.0,0.0
1463616000,19480,The Way,"[3, 6, 14, 49]",Journey to another planet and discover its secrets in order to bring your loved one back to life Experience an adventure inspired by old school classics like Another World Heart of Darkness and Flashback,"[8, 9, 31, 32]",69.8625579468961,The Way tells a story about a member of space explorers team who lost his beloved one and cannot accept her death Finding ancient writings on eternal existence during one of his last expeditions makes him come back there in search of the meaning of life itself  He will soon know that the planet has its own secrets and problems that he will need to face in order to get what he is looking for,6.44,7.59,7.88,69.0,59.0,85.0
1463443200,1886,Homefront: The Revolution,"[6, 48, 49]",Homefront The Revolution is an openworld first person shooter where you must lead the Resistance movement in guerrilla warfare against a superior military forceA living breathing open world responds to your actions  you and your Resistance Cell can inspire a rebellion on the streets and turn Occupation into Revolution as oppressed civilians take up the fight,"[5, 31]",63.15961182611087,Four years into the brutal military occupation America is on its knees Philadelphia  once the birthplace of Independence  has become a ghetto where surveillance drones and armoured patrols keep the population at heel crushing any dissent with savage force Her onceproud citizens live in a police state forced to collaborate just to survive their dreams of freedom long since extinguished But in the badlands of the Red Zone in the bombed out streets and abandoned subways a Resistance is forming A guerrilla force determined to fight for their freedoms despite overwhelming odds and ignite the second American Revolution But Freedom always has a price,11.92,18.93,31.94,60.0,188.0,279.0
1462233600,7687,Battleborn,"[6, 48, 49]",Battleborn is a nextgen heroshooter brought to you by the creators of the awardwinning and bestselling Borderlands franchise In Battleborns distant future the only hope for the last star in a dying universe is a new breed of warriors who must put aside their differences to drive back an unstoppable menace Choose from a myriad of powerful heroes and fight together alongside your friends in an intense cooperative campaign or battle against them in fastpaced competitive multiplayer matches  Console versions of the game allow for splitscreen coop in all game modes,"[5, 11, 12, 15, 25]",61.82748023461745,Battleborns story is set in a distant scifi fantasy future where all but one star in the universe has gone dark at the hands of the vicious Varlesi A single solitary beacon of hope remains  the last star Solus In the wake of the chaos different species of survivors take refuge in the Solus system and form five factions based on their beliefs Heroes called battleborn emerge from each faction and fight for what little resources are left in the system Now the Varelsi are threatening to finish what theyve started and only a united team of the universes most powerful heroes can stop them,9.0,38.84,129.86,65.0,57.0,58.0
1462233600,18978,Table Top Racing: World Tour,"[6, 39, 48, 49, 130]",Table Top Racing World Tour is the brand new high octane combat racer from Nick Burcombe cocreator of the legendary PlayStation classic wipEout Get behind the wheel of 12 ultracool fully tuneable miniaturised racing cars and take on 20 race tracks through a comprehensive Championship Mode and a multitude of Special Events Use Powerups and Wheel Weapons and blast your way to victory Battle with 8 players online to become the ultimate Table Top racer,"[10, 32]",60.68483868402321,Missing,4.93,7.45,17.67,63.0,43.0,36.0
1462492800,82409,The Pure Bundle,"[48, 49]",Add these classic games to your collection and become a master on the table  whether thats the poker table or the pool table youll be a pro in no time  Includes Pure Holdem with Vortex and Paradise City chip sets Pure Pool with Snooker pack  The most authentic experience youll have from the comfort of your couch,"[13, 14, 15, 16, 35]",60.0,Missing,nan,nan,nan,nan,nan,nan
1464652800,34216,Hero Defense,"[6, 48, 49]",CREEPS CRUMBLE HEROES RISE Command a team of renegade heroes and impale slash tear and burn through legions of undead hellbent on world domination Your mission to defeat the worlds most powerful vampire Count Necrosis,"[12, 13, 15, 32]",60.0,Missing,nan,nan,nan,nan,nan,nan
1463097600,32718,She Wants Me Dead,"[6, 14, 34, 39, 48, 49, 130]",Max is in trouble He pissed off his cat Lula and now shes out to get him And Lula is far from sweet She is vicious cold and unforgiving More dangerous than Lula are her traps  deadly and brutal killing contraptions with Maxs name written all over them,"[7, 8, 31, 32, 33]",60.0,Missing,1.1,1.17,1.46,68.0,6.0,10.0
1463702400,18338,Shoppe Keep,"[3, 6, 14, 48, 49]",In a fantasy world where adventurers take on epic quests to slay vicious beasts you run a shoppe that sells swords apparel and potions  Shoppe Keep is an Indie Management Simulation game developed by Arvydas Žemaitis and published by Excalibur Games and Merge Games,"[12, 13, 15, 31, 32]",60.0,Missing,16.12,26.94,96.99,48.0,10.0,8.0
1462233600,12518,Fragments of Him,"[3, 6, 14, 48, 49]",Fragments of Him is a narrative game played in the first person The story revolves around a tragic accident and the life of the victim and his loved ones before and after the incident The player plays through the events and the locations as if they were the spirit or intellect of the characters making decisions and starting actions that progress the story Through this snapshot of their lives we see that when a young man suddenly dies left behind there will always be Fragments of Him,"[13, 31, 32, 34]",60.0,When a young man dies suddenly his friends and family are left to pick up the pieces What were his last thoughts what were the moments in which he changed their lives and how will their lives be without him,1.96,2.01,2.06,61.0,7.0,19.0
1464048000,19850,Lumo,"[3, 6, 14, 46, 48, 49, 130]",Witness the rebirth of a genre in Lumo  a classic isometric adventure with a modern twist for gamers young and old alike,"[8, 9, 31, 32]",59.92286279326166,Missing,5.13,5.98,6.99,59.0,55.0,55.0
1464307200,19396,35MM,"[6, 48, 49, 130]",Postapocalyptic story about two travelers who set out on a long journey in the wasteland left by people after the global epidemic The disaster destroyed much of the worlds population the infrastructure went wrong and the common life remained only in memories The times when a human has adapted the environment for himself have end and now in order to survive he will have to adapt to changes You will have to play the character whose path runs through the deserted towns and cities in Russia fields and forests of a vast country and even a secret underground facility Who are we where are we from and where do we go  we will be lucky to know it only at the end  This adventure story will let you explore in more detail a number of interesting locations of post apocalyptic Russia filled with a variety of items and secrets During the journey you will collect supplies food batteries and weapons solve quests and move forward on the plot which has several variation in the final depending on your actions,"[5, 9, 31, 32]",56.69582740526143,Missing,4.15,5.11,11.84,57.0,45.0,82.0
1464048000,16989,Teenage Mutant Ninja Turtles: Mutants in Manhattan,"[6, 9, 12, 48, 49]",Battle alongside your brothers through the sewers subways and streets of NYC to take down Shredder and Krangs evil organization Foot by Foot Unleash custom combat skills and powerful team combos to save Manhattan from the overwhelming dark forces growing in the shadows,"[4, 25]",50.89129604345029,At night atop the TCRI building Krang and Shredder meet on the skyscrapers helipad to confirm that everything is in place for their alliance towards an unspecified goal At a gesture from Shredder hundreds of Foot Clan soldiers descend upon the city starting a titanic crime wave that throws the city into chaos In their Lair deep beneath the streets the Turtles discuss the crime wave with Splinter and April ONeil concluding that they are honor bound to protect the city and head out to do just that though Michelangelo is still in the middle of some pizza he feels similarly honor bound to finish off  While patrolling the rooftops the Turtles notice Foot Soldiers sneaking around the Purple Dragons territory and head to the streets to investigate the anomaly and clear out the rival ninjas By preventing the Foots crimes around the area they gather enough intel for April to deduce Bebop is robbing the local bank and confront the mutant in the vault with devastating ninja moves and even worse piggy bank puns Defeated Bebop smashes a hole in the wall and escapes leaving behind his duffel bag full of stolen cash Leonardo Raphael and Donatello wonder why Bebop would go to the trouble of robbing the place only to leave his loot behind Mikey meanwhile is busy trying to take advantage of a stack of bills he sneaked phoning for an order of a couple of thousand pizzas and bread sticksan order he has to cancel because the other Turtles are clearly not amused  Investigating disrupted subway activity the Turtles discover that a ton of damage has been done to the systems switchboxes shutting down entire lines and risking future collisions The amount of rubble indicates possibly mutant based strength instead of simple ninja weapons They discover a near by station already shut down and infested with not just Foot ninjas but also Rock Soldiers from Dimension X After completing enough objectives they gain the intel needed to shut down a laser grid and advance into an active line where they must contend with waves of Mousers as well as larger Rock Soldiers to shut down a series of bombs and a final laser grid before advancing to a confrontation with Rocksteady in an abandoned station Though defeated the rhino promises the Turtles that the havoc so far is only the beginning using an oncoming subway train to disappear into the shadows,5.12,6.61,10.57,55.0,40.0,37.0
